MAYO_blue	MAYO_greenyellow	MAYO_lightcyan	MAYO_midnightblue	MAYO_purple	MAYO_turquoise	ROSMAP_green	ROSMAP_purple	ROSMAP_turquoise	count	cross	neglogSum
Bacterial invasion of epithelial cells_KEGG	0	0	0	0	0	7.1979957566465	0	0	12.3238017917061	2	TRUE	19.5217975483525
Norepinephrine Neurotransmitter Release Cycle_Reactome	0	0	0	0	0	10.4591086573484	0	0	9.04628340933784	2	TRUE	19.5053920666862
Hair Follicle Development- Induction (Part 1 of 3)_Wikipathways	0	0	0	0	0	12.0968892572609	0	0	7.38760623053906	2	TRUE	19.4844954877999
Acetylcholine Neurotransmitter Release Cycle_Reactome	0	0	0	0	0	11.6198878217092	0	0	7.79333789078254	2	TRUE	19.4132257124918
Presynaptic phase of homologous DNA pairing and strand exchange_Reactome	13.0450084185652	0	0	0	0	0	0	6.35629554566163	0	2	TRUE	19.4013039642269
Angiopoietin receptor Tie2-mediated signaling_PID	0	0	0	0	0	10.3335407525459	0	0	8.97070591382001	2	TRUE	19.3042466663659
Chromatin modifying enzymes_Reactome	0	14.4192266840924	0	0	0	0	0	0	4.83390349384826	2	TRUE	19.2531301779407
Chromatin organization_Reactome	0	14.4192266840924	0	0	0	0	0	0	4.83390349384826	2	TRUE	19.2531301779407
Ras signaling pathway_KEGG	0	0	0	0	0	11.4848900834247	0	0	7.74000938985342	2	TRUE	19.2248994732781
Proton Pump Inhibitor Pathway, Pharmacodynamics_PharmGKB	0	0	0	0	0	9.65076084297065	0	0	9.56111874398343	2	TRUE	19.2118795869541
BDNF_NetPath	0	0	0	0	0	9.65076084297065	0	0	9.56111874398343	2	TRUE	19.2118795869541
Netrin-mediated signaling events_PID	0	0	0	0	0	11.5309349174749	0	0	7.65493380746627	2	TRUE	19.1858687249412
Recycling pathway of L1_Reactome	0	0	0	0	0	11.747873775744	0	0	7.38597256445531	2	TRUE	19.1338463401993
Citalopram Action Pathway_SMPDB	0	0	0	0	0	12.9329678167178	0	0	6.19343485624007	2	TRUE	19.1264026729578
Methadone Action Pathway_SMPDB	0	0	0	0	0	12.9329678167178	0	0	6.19343485624007	2	TRUE	19.1264026729578
Glycogen Synthesis and Degradation_Wikipathways	0	0	0	0	0	12.9329678167178	0	0	6.19343485624007	2	TRUE	19.1264026729578
Regulation of Ras family activation_PID	0	0	0	0	0	9.75643995256082	0	0	9.22637374729957	2	TRUE	18.9828136998604
Activation of Ca-permeable Kainate Receptor_Reactome	0	0	0	0	0	13.6497615095337	0	0	5.32741279221886	2	TRUE	18.9771743017526
Ionotropic activity of kainate receptors_Reactome	0	0	0	0	0	13.6497615095337	0	0	5.32741279221886	2	TRUE	18.9771743017526
Caspase-mediated cleavage of cytoskeletal proteins_Reactome	0	0	0	0	0	13.1937810999322	0	0	5.74955492236383	2	TRUE	18.943336022296
Renal cell carcinoma_KEGG	0	0	0	0	0	6.92333489494928	0	0	12.0195159582265	2	TRUE	18.9428508531758
Amyotrophic lateral sclerosis (ALS)_KEGG	0	0	0	0	0	12.7677739527418	0	0	6.14446887367139	2	TRUE	18.9122428264132
Toxicity of botulinum toxin type D (BoNT/D)_Reactome	0	0	0	0	0	9.19393765356618	0	0	9.6573665666039	2	TRUE	18.8513042201701
Toxicity of botulinum toxin type F (BoNT/F)_Reactome	0	0	0	0	0	9.19393765356618	0	0	9.6573665666039	2	TRUE	18.8513042201701
Cushing syndrome_KEGG	0	0	0	0	0	13.3629779549081	0	0	5.48686769188383	2	TRUE	18.8498456467919
G2/M Transition_Reactome	0	0	0	0	0	8.7186286053387	0	0	10.1208413826504	2	TRUE	18.8394699879891
Lissencephaly gene (LIS1) in neuronal migration and development_PID	0	0	0	0	0	6.33760608033164	0	0	12.4812909558401	2	TRUE	18.8188970361717
Salivary secretion_KEGG	0	0	0	0	0	5.97100554198776	0	0	12.8353898890174	2	TRUE	18.8063954310051
purine nucleotides de novo biosynthesis_HumanCyc	0	0	0	0	0	11.157247968104	0	0	7.62328770465238	2	TRUE	18.7805356727564
Fanconi anemia pathway_PID	12.8665568165902	0	0	0	0	0	0	5.90190108916638	0	2	TRUE	18.7684579057565
Translocation of GLUT4 to the plasma membrane_Reactome	0	0	0	0	0	10.4601764500446	0	0	8.21496042998391	2	TRUE	18.6751368800285
NRAGE signals death through JNK_Reactome	0	0	0	0	0	8.58316244137186	0	0	10.0724659313117	2	TRUE	18.6556283726835
Mitotic G2-G2/M phases_Reactome	0	0	0	0	0	8.19148716002556	0	0	10.4415794120301	2	TRUE	18.6330665720556
Collecting duct acid secretion_KEGG	0	0	0	0	0	10.6024246538861	0	0	7.99274225708347	2	TRUE	18.5951669109696
Signaling events regulated by Ret tyrosine kinase_PID	0	0	0	0	0	6.43173836452198	0	0	12.1440589943654	2	TRUE	18.5757973588874
Repression of WNT target genes_Reactome	0	0	0	0	0	7.65739266523019	0	0	10.9161954088125	2	TRUE	18.5735880740427
Clathrin derived vesicle budding_Reactome	0	0	0	0	0	7.8967454424186	0	0	10.6639972561616	2	TRUE	18.5607426985802
trans-Golgi Network Vesicle Budding_Reactome	0	0	0	0	0	7.8967454424186	0	0	10.6639972561616	2	TRUE	18.5607426985802
Canonical and Non-canonical Notch signaling_Wikipathways	0	0	0	0	0	8.74732408522363	0	0	9.76976304826987	2	TRUE	18.5170871334935
CHL1 interactions_Reactome	0	0	0	0	0	5.81681134728891	0	0	12.6678067759987	2	TRUE	18.4846181232876
Negative regulation of MAPK pathway_Reactome	0	0	0	0	0	10.1266383867446	0	0	8.35331413645274	2	TRUE	18.4799525231973
Retrograde neurotrophin signalling_Reactome	0	0	0	0	0	10.1084141667409	0	0	8.34539910930391	2	TRUE	18.4538132760448
Fluoxetine Action Pathway_SMPDB	0	0	0	0	0	12.6303047964847	0	0	5.7938575876153	2	TRUE	18.4241623841
mTOR signaling pathway_KEGG	0	0	0	0	0	12.7717181388895	0	0	5.60351896436693	2	TRUE	18.3752371032565
Glucagon signaling pathway_KEGG	0	0	0	0	0	10.1307682717452	0	0	8.22863733018587	2	TRUE	18.359405601931
Pyrimidine nucleotides nucleosides metabolism_INOH	0	0	0	0	0	8.47665733885625	0	0	9.85112563594552	2	TRUE	18.3277829748018
Alpha6Beta4Integrin_NetPath	0	0	0	0	0	10.5671192932233	0	0	7.63421960663838	2	TRUE	18.2013388998617
Apoptosis-related network due to altered Notch3 in ovarian cancer_Wikipathways	0	0	0	0	0	11.5702171583568	0	0	6.5123873878943	2	TRUE	18.0826045462511
Protein folding_Reactome	0	0	0	0	0	5.77107509723763	0	0	12.3022519332972	2	TRUE	18.0733270305349
Respiratory electron transport_Reactome	4.5590013991275	0	0	0	0	0	0	0	13.494387464694	2	TRUE	18.0533888638215
Signaling Pathways in Glioblastoma_Wikipathways	0	0	0	0	0	7.12658690144619	0	0	10.9266752069614	2	TRUE	18.0532621084075
Reduction of cytosolic Ca++ levels_Reactome	0	0	0	0	0	10.020324764871	0	0	8.02294693459504	2	TRUE	18.043271699466
Intracellular Signalling Through Adenosine Receptor A2a and Adenosine_SMPDB	0	0	0	0	0	11.4407694777495	0	0	6.59222495070585	2	TRUE	18.0329944284554
Fanconi anemia pathway_KEGG	12.5022501087435	0	0	0	0	0	0	5.46608230676326	0	2	TRUE	17.9683324155068
PDGF_INOH	0	0	0	0	0	11.7670444318164	0	0	6.13556192695208	2	TRUE	17.9026063587685
RAB GEFs exchange GTP for GDP on RABs_Reactome	0	0	0	0	0	11.4611306961356	0	0	6.31290733769105	2	TRUE	17.7740380338266
Trk receptor signaling mediated by the MAPK pathway_PID	0	0	0	0	0	11.5309349174749	0	0	6.24168031545446	2	TRUE	17.7726152329294
Cell death signalling via NRAGE, NRIF and NADE_Reactome	0	0	0	0	0	7.50346680183972	0	0	10.2112783816043	2	TRUE	17.714745183444
HIF-1 signaling pathway_KEGG	0	0	0	0	0	11.2281125066307	0	0	6.46518577021006	2	TRUE	17.6932982768407
Golgi Associated Vesicle Biogenesis_Reactome	0	0	0	0	0	7.50422409791218	0	0	10.1524851048391	2	TRUE	17.6567092027513
EGF_INOH	0	0	0	0	0	11.747873775744	0	0	5.89696675527425	2	TRUE	17.6448405310182
VEGFR1 specific signals_PID	0	0	0	0	0	7.44300050141355	0	0	10.1661867902476	2	TRUE	17.6091872916611
a6b1 and a6b4 Integrin signaling_PID	0	0	0	0	0	10.212154972519	0	0	7.33747914141543	2	TRUE	17.5496341139345
RAGE_NetPath	0	0	0	0	0	10.212154972519	0	0	7.33747914141543	2	TRUE	17.5496341139345
Beta-agonist/Beta-blocker Pathway, Pharmacodynamics_PharmGKB	0	0	0	0	0	8.01095622671556	0	0	9.52533120284768	2	TRUE	17.5362874295632
Complex I biogenesis_Reactome	5.42101002155412	0	0	0	0	0	0	0	12.0936479809377	2	TRUE	17.5146580024918
mapkinase signaling pathway_BioCarta	0	0	0	0	0	12.2449418546921	0	0	5.19697551233117	2	TRUE	17.4419173670233
WNT5A-dependent internalization of FZD4_Reactome	0	0	0	0	0	4.89895746342469	0	0	12.4183932812731	2	TRUE	17.3173507446978
Nicotine Action Pathway_SMPDB	0	0	0	0	0	11.113280991241	0	0	6.19343485624007	2	TRUE	17.3067158474811
Cocaine addiction_KEGG	0	0	0	0	0	12.4345210048889	0	0	4.76848313560087	2	TRUE	17.2030041404898
Association Between Physico-Chemical Features and Toxicity Associated Pathways_Wikipathways	0	0	0	0	0	9.57614182608558	0	0	7.61811275473752	2	TRUE	17.1942545808231
rho cell motility signaling pathway_BioCarta	0	0	0	0	0	10.4601764500446	0	0	6.72340704681684	2	TRUE	17.1835834968614
Breast cancer_KEGG	0	0	0	0	0	10.9567071578562	0	0	6.17740399080368	2	TRUE	17.1341111486599
PLC beta mediated events_Reactome	0	0	0	0	0	9.30786000047219	0	0	7.78427985923879	2	TRUE	17.092139859711
erk and pi-3 kinase are necessary for collagen binding in corneal epithelia_BioCarta	0	0	0	0	0	11.2183027087233	0	0	5.83464062526243	2	TRUE	17.0529433339857
Notch_NetPath	0	0	0	0	0	9.02555167671288	0	0	8.01273789141557	2	TRUE	17.0382895681285
stathmin and breast cancer resistance to antimicrotubule agents_BioCarta	0	0	0	0	0	12.4116007729886	0	0	4.60288766162583	2	TRUE	17.0144884346144
Integrated Lung Cancer Pathway_Wikipathways	0	0	0	0	0	8.61853466120155	0	0	8.35331413645274	2	TRUE	16.9718487976543
Oocyte meiosis_KEGG	0	0	0	0	0	8.72951792460434	0	0	8.23724056758893	2	TRUE	16.9667584921933
Mesodermal Commitment Pathway_Wikipathways	0	0	0	0	0	7.74551826595404	0	0	9.21625251591477	2	TRUE	16.9617707818688
Platelet activation, signaling and aggregation_Reactome	0	0	0	0	0	9.40211878767121	0	0	7.5497975372649	2	TRUE	16.9519163249361
TP53 Regulates Metabolic Genes_Reactome	0	0	0	0	0	10.1055176456098	0	0	6.81313421788072	2	TRUE	16.9186518634905
Human immunodeficiency virus 1 infection_KEGG	0	0	0	0	0	11.9422026215276	0	0	4.94678603150565	2	TRUE	16.8889886530332
Chaperonin-mediated protein folding_Reactome	0	0	0	0	0	6.52417718939999	0	0	10.140837589174	2	TRUE	16.665014778574
EPHB forward signaling_PID	0	0	0	0	0	9.18389520213569	0	0	7.45433020805276	2	TRUE	16.6382254101885
CTLA4 inhibitory signaling_Reactome	0	0	0	0	0	9.71810211049788	0	0	6.73584747672734	2	TRUE	16.4539495872252
pkc-catalyzed phosphorylation of inhibitory phosphoprotein of myosin phosphatase_BioCarta	0	0	0	0	0	9.71810211049788	0	0	6.73584747672734	2	TRUE	16.4539495872252
E-cadherin signaling in keratinocytes_PID	0	0	0	0	0	9.71810211049788	0	0	6.73584747672734	2	TRUE	16.4539495872252
Transcriptional Regulation by MECP2_Wikipathways	0	0	0	0	0	10.1349977705381	0	0	6.31133758560281	2	TRUE	16.4463353561409
signaling pathway from g-protein families_BioCarta	0	0	0	0	0	7.72011793193808	0	0	8.65297188223668	2	TRUE	16.3730898141748
Signaling by FGFR1_Reactome	0	0	0	0	9.83239849709077	0	0	0	6.50992444821439	2	TRUE	16.3423229453052
Downstream signaling events of B Cell Receptor (BCR)_Reactome	0	0	0	0	0	8.4135931794505	0	0	7.80171202907124	2	TRUE	16.2153052085217
MyD88 cascade initiated on plasma membrane_Reactome	0	0	0	0	0	7.71895061835141	0	0	8.39797039862731	2	TRUE	16.1169210169787
Toll Like Receptor 10 (TLR10) Cascade_Reactome	0	0	0	0	0	7.71895061835141	0	0	8.39797039862731	2	TRUE	16.1169210169787
Toll Like Receptor 5 (TLR5) Cascade_Reactome	0	0	0	0	0	7.71895061835141	0	0	8.39797039862731	2	TRUE	16.1169210169787
G-protein mediated events_Reactome	0	0	0	0	0	8.77633315243886	0	0	7.33747914141543	2	TRUE	16.1138122938543
ER to Golgi Anterograde Transport_Reactome	0	0	0	0	0	10.1218477389544	0	0	5.98934965264043	2	TRUE	16.1111973915949
Ephrin signaling_Reactome	0	0	0	0	0	5.64559854346437	0	0	10.3422937539044	2	TRUE	15.9878922973687
Pathogenic Escherichia coli infection_KEGG	0	0	0	0	0	7.91992198390771	0	0	8.03824077794832	2	TRUE	15.958162761856
Ion transport by P-type ATPases_Reactome	0	0	0	0	0	7.91992198390771	0	0	8.03824077794832	2	TRUE	15.958162761856
purine deoxyribonucleosides salvage_HumanCyc	0	0	0	0	0	6.42151960088151	0	0	9.44903282181068	2	TRUE	15.8705524226922
ATR signaling pathway_PID	9.30993172615117	0	0	0	0	0	0	6.50232440513574	0	2	TRUE	15.8122561312869
Endothelin Pathways_Wikipathways	0	0	0	0	0	8.14432273072546	0	0	7.65493380746627	2	TRUE	15.7992565381917
Oncogenic MAPK signaling_Reactome	0	0	0	0	0	7.75632986712786	0	0	7.99555434244154	2	TRUE	15.7518842095694
Toll Like Receptor 4 (TLR4) Cascade_Reactome	0	0	0	0	0	10.8066095881979	0	0	4.89451610317517	2	TRUE	15.701125691373
EPO signaling pathway_PID	6.46484249391152	0	0	0	0	0	0	0	9.22637374729957	2	TRUE	15.6912162412111
CRH_NetPath	0	0	0	0	0	9.44448845361782	0	0	6.19343485624007	2	TRUE	15.6379233098579
LPA receptor mediated events_PID	0	0	0	0	0	6.00535513378084	0	0	9.56728311890566	2	TRUE	15.5726382526865
NOTCH-Ncore_Signalink	0	0	0	0	0	6.51156414116534	0	0	9.06021422996931	2	TRUE	15.5717783711347
Prostate cancer_KEGG	0	0	0	0	0	8.26458993488427	0	0	7.25948852965579	2	TRUE	15.5240784645401
TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation_Reactome	0	0	0	0	0	8.34781313308789	0	0	7.13943341050302	2	TRUE	15.4872465435909
Recruitment of NuMA to mitotic centrosomes_Reactome	0	0	0	0	0	7.471781393259	0	0	8.01531577322277	2	TRUE	15.4870971664818
Basal cell carcinoma_KEGG	0	0	0	0	0	9.24538533796528	0	0	6.22832918279364	2	TRUE	15.4737145207589
Relaxin signaling pathway_KEGG	0	0	0	0	0	9.86802179919091	0	0	5.59949478385276	2	TRUE	15.4675165830437
NF-kB activation through FADD/RIP-1 pathway mediated by caspase-8 and -10_Reactome	0	0	0	0	0	7.39677713822441	0	0	8.02294693459504	2	TRUE	15.4197240728195
TGF-beta receptor signaling_PID	0	0	0	0	0	7.68517176186682	0	0	7.68714307527817	2	TRUE	15.372314837145
Simplified Interaction Map Between LOXL4 and Oxidative Stress Pathway_Wikipathways	0	0	0	0	0	6.31410930601115	0	0	9.04628340933784	2	TRUE	15.360392715349
TRAF6 mediated NF-kB activation_Reactome	0	0	0	0	0	4.78055569246115	0	0	10.5414929575891	2	TRUE	15.3220486500502
ucalpain and friends in cell spread_BioCarta	0	0	0	0	0	5.27499879921548	0	0	10.0196820795403	2	TRUE	15.2946808787558
Notch signaling pathway_PID	0	0	0	0	0	7.58789461801642	0	0	7.65673999549242	2	TRUE	15.2446346135088
Presenilin action in Notch and Wnt signaling_PID	7.06110931487808	0	0	0	0	0	0	0	8.18032909650108	2	TRUE	15.2414384113792
Signaling by Hedgehog_Reactome	0	0	0	0	0	6.83239874708927	0	0	8.36556518133225	2	TRUE	15.1979639284215
Pathogenic Escherichia coli infection_Wikipathways	0	0	0	0	0	7.50422409791218	0	0	7.63592851306739	2	TRUE	15.1401526109796
Thromboxane A2 receptor signaling_PID	0	0	0	0	0	7.50422409791218	0	0	7.63592851306739	2	TRUE	15.1401526109796
Activation of BH3-only proteins_Reactome	0	0	0	0	0	10.1349977705381	0	0	4.99219866768855	2	TRUE	15.1271964382267
angiotensin ii mediated activation of jnk pathway via pyk2 dependent signaling_BioCarta	0	0	0	0	0	7.04289078993601	0	0	8.06554159972734	2	TRUE	15.1084323896633
Gastric cancer_KEGG	0	0	0	0	0	7.97059476224198	0	0	7.12869716978724	2	TRUE	15.0992919320292
Association of TriC/CCT with target proteins during biosynthesis_Reactome	8.74172160415823	0	0	0	0	0	0	6.35629554566163	0	2	TRUE	15.0980171498199
Malate-Aspartate Shuttle_SMPDB	0	0	0	0	0	7.35457767611405	0	0	7.72526807795461	2	TRUE	15.0798457540687
Malate-aspartate shuttle_Wikipathways	0	0	0	0	0	7.35457767611405	0	0	7.72526807795461	2	TRUE	15.0798457540687
Toxicity of botulinum toxin type A (BoNT/A)_Reactome	0	0	0	0	0	7.35457767611405	0	0	7.72526807795461	2	TRUE	15.0798457540687
CREB phosphorylation through the activation of CaMKK_Reactome	0	0	0	0	0	7.35457767611405	0	0	7.72526807795461	2	TRUE	15.0798457540687
Beta-catenin phosphorylation cascade_Reactome	0	0	0	0	0	9.17990060151232	0	0	5.87880320844824	2	TRUE	15.0587038099606
fmlp induced chemokine gene expression in hmc-1 cells_BioCarta	0	0	0	0	0	5.49439421791735	0	0	9.46597785615823	2	TRUE	14.9603720740756
Metformin Pathway, Pharmacodynamic_PharmGKB	6.71224239443066	0	0	0	0	0	0	0	8.21496042998391	2	TRUE	14.9272028244146
Androgen receptor signaling pathway_Wikipathways	0	0	0	0	0	8.01695611972572	0	0	6.85453658579241	2	TRUE	14.8714927055181
Recruitment of mitotic centrosome proteins and complexes_Reactome	0	0	0	0	0	7.14609418409516	0	0	7.68802520734326	2	TRUE	14.8341193914384
Centrosome maturation_Reactome	0	0	0	0	0	7.14609418409516	0	0	7.68802520734326	2	TRUE	14.8341193914384
Mitotic Prometaphase_Reactome	0	0	0	0	0	5.00058086393376	0	0	9.76487959408095	2	TRUE	14.7654604580147
Phospholipase D signaling pathway_KEGG	0	0	0	0	0	7.46288208037579	0	0	7.29042744229092	2	TRUE	14.7533095226667
Signaling by BRAF and RAF fusions_Reactome	0	0	0	0	0	6.73080538124127	0	0	8.01273789141557	2	TRUE	14.7435432726568
PP2A-mediated dephosphorylation of key metabolic factors_Reactome	0	0	0	0	0	5.56260140363831	0	0	9.14925205423457	2	TRUE	14.7118534578729
FoxO signaling pathway_KEGG	0	0	0	0	0	7.91400919277828	0	0	6.77976615531414	2	TRUE	14.6937753480924
ID_NetPath	0	0	0	0	0	7.72011793193808	0	0	6.96738037424473	2	TRUE	14.6874983061828
Metabolism of proteins_Reactome	9.99863567144134	0	0	0	0	0	0	0	4.67149518908352	2	TRUE	14.6701308605249
agrin in postsynaptic differentiation_BioCarta	0	0	0	0	0	7.34877795812722	0	0	7.30093342317526	2	TRUE	14.6497113813025
Pancreatic cancer_KEGG	0	0	0	0	0	10.0290416696254	0	4.59312791543076	0	2	TRUE	14.6221695850562
il-7 signal transduction_BioCarta	0	0	0	0	0	4.89895746342469	0	0	9.71834911105786	2	TRUE	14.6173065744825
Sema3A PAK dependent Axon repulsion_Reactome	0	0	0	0	0	7.93967300638369	0	0	6.58951485502402	2	TRUE	14.5291878614077
CRMPs in Sema3A signaling_Reactome	0	0	0	0	0	7.93967300638369	0	0	6.58951485502402	2	TRUE	14.5291878614077
Regulation of commissural axon pathfinding by SLIT and ROBO_Reactome	0	0	0	0	0	7.01297592164351	0	0	7.51359080721398	2	TRUE	14.5265667288575
Binding of TCF/LEF:CTNNB1 to target gene promoters_Reactome	0	0	0	0	0	7.01297592164351	0	0	7.51359080721398	2	TRUE	14.5265667288575
Cargo recognition for clathrin-mediated endocytosis_Reactome	0	0	0	0	0	8.55930888243377	0	0	5.91927187065624	2	TRUE	14.47858075309
Morphine Action Pathway_SMPDB	0	0	0	0	0	7.93121047744086	0	0	6.5289934760166	2	TRUE	14.4602039534575
WNT-Core_Signalink	0	0	0	0	0	7.93121047744086	0	0	6.5289934760166	2	TRUE	14.4602039534575
mRNA Splicing_Reactome	9.96721938285019	0	0	0	0	0	0	4.44123422637408	0	2	TRUE	14.4084536092243
Intra-Golgi and retrograde Golgi-to-ER traffic_Reactome	0	0	0	0	0	6.09068394831095	0	0	8.31426491083803	2	TRUE	14.404948859149
mRNA Splicing - Major Pathway_Reactome	9.80269891006068	0	0	0	0	0	0	4.5982133987186	0	2	TRUE	14.4009123087793
Neurotrophic factor-mediated Trk receptor signaling_PID	0	0	0	0	0	6.00535513378084	0	0	8.36863814361151	2	TRUE	14.3739932773923
Signalling to ERKs_Reactome	7.53038823988776	0	0	0	0	0	0	0	6.82708722423382	2	TRUE	14.3574754641216
E-cadherin signaling in the nascent adherens junction_PID	0	0	0	0	0	5.31660229516694	0	0	9.03513094679841	2	TRUE	14.3517332419654
Frs2-mediated activation_Reactome	5.22257857034004	0	0	0	0	0	0	0	9.10151133041932	2	TRUE	14.3240899007594
rRNA modification in the nucleus and cytosol_Reactome	6.35837091591014	0	0	0	0	0	7.96127968090179	0	0	2	TRUE	14.3196505968119
rRNA processing in the nucleus and cytosol_Reactome	6.35837091591014	0	0	0	0	0	7.96127968090179	0	0	2	TRUE	14.3196505968119
Vemurafenib Pathway, Pharmacodynamics_PharmGKB	0	0	0	0	0	6.73300302156025	0	0	7.57684978136386	2	TRUE	14.3098528029241
update your name in edit mode_PharmGKB	0	0	0	0	0	6.73300302156025	0	0	7.57684978136386	2	TRUE	14.3098528029241
Loss of Nlp from mitotic centrosomes_Reactome	0	0	0	0	0	7.95000056689456	0	0	6.2919372929888	2	TRUE	14.2419378598834
Loss of proteins required for interphase microtubule organization from the centrosome_Reactome	0	0	0	0	0	7.95000056689456	0	0	6.2919372929888	2	TRUE	14.2419378598834
RUNX2 regulates osteoblast differentiation_Reactome	0	0	0	0	0	9.16943373315478	0	0	5.06002532297264	2	TRUE	14.2294590561274
RET signaling_Reactome	0	0	0	0	0	4.58660129049193	0	0	9.63377490850183	2	TRUE	14.2203761989938
LKB1 signaling events_PID	0	0	0	0	0	8.43238613857536	0	0	5.75694105874276	2	TRUE	14.1893271973181
HH-Core_Signalink	0	0	0	0	0	9.44149030704803	0	0	4.70073650577037	2	TRUE	14.1422268128184
Serotonin Receptor 4-6-7 and NR3C Signaling_Wikipathways	0	0	0	0	0	9.44149030704803	0	0	4.70073650577037	2	TRUE	14.1422268128184
cGMP effects_Reactome	0	0	5.05599467817821	0	0	0	0	0	9.04628340933784	2	TRUE	14.1022780875161
JAK-STAT_Wikipathways	0	0	0	0	0	8.21239620540951	0	0	5.80213475905428	2	TRUE	14.0145309644638
Transmission across Chemical Synapses_Reactome	0	0	0	0	0	81.3064919022175	0	0	52.8263569012435	2	TRUE	134.132848803461
superpathway of purine nucleotide salvage_HumanCyc	0	0	0	0	0	7.4321568694013	0	0	6.53534549815088	2	TRUE	13.9675023675522
effects of calcineurin in keratinocyte differentiation_BioCarta	0	0	0	0	0	4.51621833963951	0	0	9.44903282181068	2	TRUE	13.9652511614502
E2F transcription factor network_PID	9.34186739447347	0	0	0	0	0	0	4.59312791543076	0	2	TRUE	13.9349953099042
Glucagon-like Peptide-1 (GLP1) regulates insulin secretion_Reactome	0	0	0	0	0	8.49232431461966	0	0	5.37714736731786	2	TRUE	13.8694716819375
Activation of ATR in response to replication stress_Reactome	7.34334520972746	0	0	0	0	0	0	6.50232440513574	0	2	TRUE	13.8456696148632
RUNX3 regulates NOTCH signaling_Reactome	0	0	0	0	0	7.65739266523019	0	0	6.17052139235397	2	TRUE	13.8279140575842
transcription regulation by methyltransferase of carm1_BioCarta	0	0	0	0	0	7.65739266523019	0	0	6.17052139235397	2	TRUE	13.8279140575842
RhoA signaling pathway_PID	0	0	0	0	0	8.77633315243886	0	0	5.05024916625491	2	TRUE	13.8265823186938
Amino Acid metabolism_Wikipathways	0	0	0	0	0	5.71078180197596	0	0	8.10391244909278	2	TRUE	13.8146942510687
MyD88:Mal cascade initiated on plasma membrane_Reactome	0	0	0	0	0	7.36619982793051	0	0	6.41370022674135	2	TRUE	13.7799000546719
Toll Like Receptor TLR1:TLR2 Cascade_Reactome	0	0	0	0	0	7.36619982793051	0	0	6.41370022674135	2	TRUE	13.7799000546719
Toll Like Receptor TLR6:TLR2 Cascade_Reactome	0	0	0	0	0	7.36619982793051	0	0	6.41370022674135	2	TRUE	13.7799000546719
Toll Like Receptor 2 (TLR2) Cascade_Reactome	0	0	0	0	0	7.36619982793051	0	0	6.41370022674135	2	TRUE	13.7799000546719
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway_Wikipathways	0	0	0	0	0	7.55323621444367	6.18903909334253	0	0	2	TRUE	13.7422753077862
DNA Damage Response (only ATM dependent)_Wikipathways	0	0	0	0	0	8.78796460549531	0	0	4.94761082535866	2	TRUE	13.735575430854
Inflammatory mediator regulation of TRP channels_KEGG	0	0	0	0	0	8.55930888243377	0	0	5.17297579319118	2	TRUE	13.7322846756249
Prolonged ERK activation events_Reactome	7.07978640367494	0	0	0	0	0	0	0	6.64568784160851	2	TRUE	13.7254742452835
Asymmetric localization of PCP proteins_Reactome	0	0	0	0	0	7.40487620367238	0	0	6.30968546439074	2	TRUE	13.7145616680631
Smooth Muscle Contraction_Reactome	0	0	0	0	0	7.04289078993601	0	0	6.64722027174392	2	TRUE	13.6901110616799
Signaling by NOTCH1_Reactome	0	0	0	0	0	5.6713418709718	0	0	7.99001431623878	2	TRUE	13.6613561872106
Celecoxib Pathway, Pharmacodynamics_PharmGKB	0	0	0	0	0	7.83233582959658	5.81275989776482	0	0	2	TRUE	13.6450957273614
Metabolism of polyamines_Reactome	6.64359832269231	0	0	0	0	0	0	0	6.990268279891	2	TRUE	13.6338666025833
Signaling by moderate kinase activity BRAF mutants_Reactome	0	0	0	0	0	5.65715831015337	0	0	7.94821259805803	2	TRUE	13.6053709082114
Paradoxical activation of RAF signaling by kinase inactive BRAF_Reactome	0	0	0	0	0	5.65715831015337	0	0	7.94821259805803	2	TRUE	13.6053709082114
Transport to the Golgi and subsequent modification_Reactome	0	0	0	0	0	8.3080223216542	0	0	5.23281925584693	2	TRUE	13.5408415775011
Notch-HLH transcription pathway_Reactome	0	0	0	0	0	6.42151960088151	0	0	7.01964885010508	2	TRUE	13.4411684509866
NICD traffics to nucleus_Reactome	0	0	0	0	0	6.42151960088151	0	0	7.01964885010508	2	TRUE	13.4411684509866
links between pyk2 and map kinases_BioCarta	0	0	0	0	0	4.78055569246115	0	0	8.65297188223668	2	TRUE	13.4335275746978
Hedgehog signaling events mediated by Gli proteins_PID	0	0	0	0	0	8.61546774119349	4.76837973121039	0	0	2	TRUE	13.3838474724039
AURKA Activation by TPX2_Reactome	0	0	0	0	0	7.8967454424186	0	0	5.43228329831621	2	TRUE	13.3290287407348
Signaling by FGFR_Reactome	0	0	0	0	7.55025814293238	0	0	0	5.69650020124737	2	TRUE	13.2467583441798
Signaling by NOTCH3_Reactome	0	0	0	0	0	6.6741836540152	0	0	6.5289934760166	2	TRUE	13.2031771300318
Epithelial to mesenchymal transition in colorectal cancer_Wikipathways	0	0	0	0	0	7.54985955750514	0	0	5.61702030915902	2	TRUE	13.1668798666642
Basigin interactions_Reactome	0	0	0	0	7.64879587711313	0	0	0	5.47998614426332	2	TRUE	13.1287820213765
