pathway	pvalue	fdr
Pre-NOTCH Transcription and Translation_Reactome	0.301601106279678	1
vegf hypoxia and angiogenesis_BioCarta	0.301601106279678	1
Mitophagy_Reactome	0.301601106279678	1
Deactivation of the beta-catenin transactivating complex_Reactome	0.301601106279678	1
Fructose Mannose metabolism_INOH	0.301601106279678	1
VEGFA-VEGFR2 Signaling Pathway_Wikipathways	0.308227178580333	1
MAPK family signaling cascades_Reactome	0.308227178580333	1
Galactose metabolism - Homo sapiens (human)_KEGG	0.309917950513589	1
Indomethacin Action Pathway_SMPDB	0.309917950513589	1
Ethanol effects on histone modifications_Wikipathways	0.309917950513589	1
HSF1 activation_Reactome	0.309917950513589	1
Negative regulation of FGFR4 signaling_Reactome	0.309917950513589	1
Transferrin endocytosis and recycling_Reactome	0.309917950513589	1
HS-GAG biosynthesis_Reactome	0.309917950513589	1
Nectin adhesion pathway_PID	0.309917950513589	1
erk and pi-3 kinase are necessary for collagen binding in corneal epithelia_BioCarta	0.309917950513589	1
wnt signaling pathway_BioCarta	0.309917950513589	1
amb2 Integrin signaling_PID	0.309917950513589	1
Recognition of DNA damage by PCNA-containing replication complex_Reactome	0.309917950513589	1
APC/C:Cdc20 mediated degradation of mitotic proteins_Reactome	0.309917950513589	1
Adherens junctions interactions_Reactome	0.309917950513589	1
Activated NOTCH1 Transmits Signal to the Nucleus_Reactome	0.309917950513589	1
Downstream signaling of activated FGFR1_Reactome	0.309917950513589	1
Propanoate metabolism - Homo sapiens (human)_KEGG	0.31813638958411	1
Thiopurine Pathway, Pharmacokinetics/Pharmacodynamics_PharmGKB	0.31813638958411	1
Gastric Cancer Network 2_Wikipathways	0.31813638958411	1
Constitutive Androstane Receptor Pathway_Wikipathways	0.31813638958411	1
Endosomal Sorting Complex Required For Transport (ESCRT)_Reactome	0.31813638958411	1
Valine Leucine Isoleucine degradation_INOH	0.31813638958411	1
Amino acid transport across the plasma membrane_Reactome	0.31813638958411	1
rho cell motility signaling pathway_BioCarta	0.31813638958411	1
Osteopontin-mediated events_PID	0.31813638958411	1
Termination of translesion DNA synthesis_Reactome	0.31813638958411	1
Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins_Reactome	0.31813638958411	1
Translocation of GLUT4 to the plasma membrane_Reactome	0.31813638958411	1
TGF-beta receptor signaling activates SMADs_Reactome	0.31813638958411	1
Prostate cancer - Homo sapiens (human)_KEGG	0.320642457528009	1
Anchoring of the basal body to the plasma membrane_Reactome	0.320642457528009	1
JAK STAT MolecularVariation 1_INOH	0.325007388310324	1
Fructose and mannose metabolism - Homo sapiens (human)_KEGG	0.32625758030368	1
Endothelin Pathways_Wikipathways	0.32625758030368	1
Pregnane X Receptor pathway_Wikipathways	0.32625758030368	1
Oxidative Stress_Wikipathways	0.32625758030368	1
integrin signaling pathway_BioCarta	0.32625758030368	1
Signaling by NOTCH2_Reactome	0.32625758030368	1
Sialic acid metabolism_Reactome	0.32625758030368	1
N-glycan trimming in the ER and Calnexin/Calreticulin cycle_Reactome	0.32625758030368	1
Cooperation of Prefoldin and TriC/CCT  in actin and tubulin folding_Reactome	0.32625758030368	1
Choline metabolism in cancer - Homo sapiens (human)_KEGG	0.329365210996401	1
African trypanosomiasis - Homo sapiens (human)_KEGG	0.334282665974129	1
Fluoxetine Action Pathway_SMPDB	0.334282665974129	1
Fatty Acid Beta Oxidation_Wikipathways	0.334282665974129	1
miR-targeted genes in adipocytes - TarBase_Wikipathways	0.334282665974129	1
Melatonin metabolism and effects_Wikipathways	0.334282665974129	1
Type 2 papillary renal cell carcinoma_Wikipathways	0.334282665974129	1
Pyruvate metabolism_INOH	0.334282665974129	1
Prostaglandin formation from arachidonate_EHMN	0.334282665974129	1
Alpha4 beta1 integrin signaling events_PID	0.334282665974129	1
Signaling by high-kinase activity BRAF mutants_Reactome	0.334282665974129	1
GPCRs, Other_Wikipathways	0.338057761603439	1
Alanine, aspartate and glutamate metabolism - Homo sapiens (human)_KEGG	0.342212776543435	1
Prion diseases - Homo sapiens (human)_KEGG	0.342212776543435	1
Striated Muscle Contraction_Reactome	0.342212776543435	1
RET signaling_Reactome	0.342212776543435	1
Histidine metabolism_EHMN	0.342212776543435	1
S Phase_Reactome	0.346716681623541	1
Initial triggering of complement_Reactome	0.346716681623541	1
Leukotriene metabolism_EHMN	0.346716681623541	1
Citalopram Action Pathway_SMPDB	0.350049028760678	1
Celecoxib Action Pathway_SMPDB	0.350049028760678	1
Nicotine Action Pathway_SMPDB	0.350049028760678	1
Photodynamic therapy-induced HIF-1 survival signaling_Wikipathways	0.350049028760678	1
Detoxification of Reactive Oxygen Species_Reactome	0.350049028760678	1
HSF1-dependent transactivation_Reactome	0.350049028760678	1
Metalloprotease DUBs_Reactome	0.350049028760678	1
Regulation of TP53 Degradation_Reactome	0.350049028760678	1
Trk receptor signaling mediated by PI3K and PLC-gamma_PID	0.350049028760678	1
Regulation of APC/C activators between G1/S and early anaphase_Reactome	0.350049028760678	1
Signaling by RAS mutants_Reactome	0.350049028760678	1
JAK-STAT-Core_Signalink	0.351032507468754	1
Mitotic G1-G1/S phases_Reactome	0.351032507468754	1
Tyrosine metabolism - Homo sapiens (human)_KEGG	0.357792526329212	1
trefoil factors initiate mucosal healing_BioCarta	0.357792526329212	1
Regulation of TP53 Expression and Degradation_Reactome	0.357792526329212	1
DNA Replication Pre-Initiation_Reactome	0.357792526329212	1
M/G1 Transition_Reactome	0.357792526329212	1
Regulation of mRNA stability by proteins that bind AU-rich elements_Reactome	0.357792526329212	1
Senescence and Autophagy in Cancer_Wikipathways	0.35963493924347	1
Phase I - Functionalization of compounds_Reactome	0.363920795769052	1
Selenium Metabolism and Selenoproteins_Wikipathways	0.365444360058055	1
MAP2K and MAPK activation_Reactome	0.365444360058055	1
Signaling events mediated by TCPTP_PID	0.365444360058055	1
adenosine ribonucleotides <i>de novo</i> biosynthesis_HumanCyc	0.365444360058055	1
Carboxyterminal post-translational modifications of tubulin_Reactome	0.365444360058055	1
Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer_Reactome	0.365444360058055	1
Ovarian tumor domain proteases_Reactome	0.365444360058055	1
DNA Damage Recognition in GG-NER_Reactome	0.365444360058055	1
Signaling by moderate kinase activity BRAF mutants_Reactome	0.365444360058055	1
Paradoxical activation of RAF signaling by kinase inactive BRAF_Reactome	0.365444360058055	1
Degradation of beta-catenin by the destruction complex_Reactome	0.373005608011557	1
Signaling events regulated by Ret tyrosine kinase_PID	0.373005608011557	1
Gamma carboxylation, hypusine formation and arylsulfatase activation_Reactome	0.373005608011557	1
Formation of Fibrin Clot (Clotting Cascade)_Reactome	0.373005608011557	1
Translesion synthesis by Y family DNA polymerases bypasses lesions on DNA template_Reactome	0.373005608011557	1
Integrated Lung Cancer Pathway_Wikipathways	0.380477335657322	1
Oxidative Damage_Wikipathways	0.380477335657322	1
Fanconi Anemia Pathway_Reactome	0.380477335657322	1
Signaling by FGFR3_Reactome	0.380477335657322	1
Metabolism of polyamines_Reactome	0.380477335657322	1
inactivation of gsk3 by akt causes accumulation of b-catenin in alveolar macrophages_BioCarta	0.380477335657322	1
Negative regulation of MAPK pathway_Reactome	0.380477335657322	1
Synthesis of PA_Reactome	0.380477335657322	1
Metabolism of lipids_Reactome	0.381108880560495	1
Phase II - Conjugation of compounds_Reactome	0.385182396519532	1
Cellular Senescence_Reactome	0.387087341450039	1
Signaling by FGFR4_Reactome	0.387860596012435	1
PI3K Cascade_Reactome	0.387860596012435	1
Syndecan-2-mediated signaling events_PID	0.387860596012435	1
APC/C-mediated degradation of cell cycle proteins_Reactome	0.387860596012435	1
Regulation of mitotic cell cycle_Reactome	0.387860596012435	1
Dual Incision in GG-NER_Reactome	0.387860596012435	1
Intraflagellar transport_Reactome	0.387860596012435	1
Hair Follicle Development- Induction (Part 1 of 3)_Wikipathways	0.395156429788001	1
Plasma membrane estrogen receptor signaling_PID	0.395156429788001	1
TGF-beta super family signaling pathway canonical_INOH	0.397793478938015	1
ESC Pluripotency Pathways_Wikipathways	0.401971041841966	1
PAR1-mediated thrombin signaling events_PID	0.402365865532014	1
superpathway of tryptophan utilization_HumanCyc	0.402365865532014	1
Signaling by EGFR_Reactome	0.402365865532014	1
Hedgehog ,off, state_Reactome	0.402365865532014	1
LKB1 signaling events_PID	0.402365865532014	1
Formation of Incision Complex in GG-NER_Reactome	0.402365865532014	1
Fatty acid degradation - Homo sapiens (human)_KEGG	0.409489919770582	1
WNT-Core_Signalink	0.409489919770582	1
Galactose metabolism_EHMN	0.409489919770582	1
Urokinase-type plasminogen activator (uPA) and uPAR-mediated signaling_PID	0.409489919770582	1
Signaling by NOTCH3_Reactome	0.409489919770582	1
Signaling by ERBB4_Reactome	0.409489919770582	1
RAF/MAP kinase cascade_Reactome	0.412702016860818	1
miRNA regulation of prostate cancer signaling pathways_Wikipathways	0.416529597147524	1
IRS-mediated signalling_Reactome	0.416529597147524	1
a6b1 and a6b4 Integrin signaling_PID	0.416529597147524	1
RhoA signaling pathway_PID	0.416529597147524	1
RAGE_NetPath	0.416529597147524	1
Retinoid metabolism and transport_Reactome	0.416529597147524	1
Sphingolipid de novo biosynthesis_Reactome	0.416529597147524	1
Axon guidance_Reactome	0.41912527139358	1
Neuroactive ligand-receptor interaction - Homo sapiens (human)_KEGG	0.421394635814951	1
SRP-dependent cotranslational protein targeting to membrane_Reactome	0.422650597114526	1
Aryl Hydrocarbon Receptor_Wikipathways	0.423485890562348	1
Aryl Hydrocarbon Receptor Pathway_Wikipathways	0.423485890562348	1
Switching of origins to a post-replicative state_Reactome	0.423485890562348	1
Presenilin action in Notch and Wnt signaling_PID	0.423485890562348	1
Ether lipid metabolism - Homo sapiens (human)_KEGG	0.430359781306649	1
Sphingolipid metabolism - Homo sapiens (human)_KEGG	0.430359781306649	1
Mercaptopurine Action Pathway_SMPDB	0.430359781306649	1
Azathioprine Action Pathway_SMPDB	0.430359781306649	1
Thioguanine Action Pathway_SMPDB	0.430359781306649	1
XBP1(S) activates chaperone genes_Wikipathways	0.430359781306649	1
Validated transcriptional targets of deltaNp63 isoforms_PID	0.430359781306649	1
Arf6 trafficking events_PID	0.430359781306649	1
PCP/CE pathway_Reactome	0.430359781306649	1
Signaling by FGFR in disease_Reactome	0.430359781306649	1
NOTCH1 Intracellular Domain Regulates Transcription_Reactome	0.430359781306649	1
Platelet activation - Homo sapiens (human)_KEGG	0.430820557395055	1
Lysosome - Homo sapiens (human)_KEGG	0.430820557395055	1
MAPK1/MAPK3 signaling_Reactome	0.431698478378357	1
Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)_KEGG	0.437152239198928	1
Rett syndrome causing genes_Wikipathways	0.437152239198928	1
il-2 receptor beta chain in t cell activation_BioCarta	0.437152239198928	1
Rab regulation of trafficking_Reactome	0.442960630319758	1
Malaria - Homo sapiens (human)_KEGG	0.44386422271785	1
Metabolism of fat-soluble vitamins_Reactome	0.44386422271785	1
Antigen processing-Cross presentation_Reactome	0.44386422271785	1
DNA Damage Bypass_Reactome	0.44386422271785	1
Valine, leucine and isoleucine degradation_EHMN	0.44386422271785	1
Retrograde transport at the Trans-Golgi-Network_Reactome	0.44386422271785	1
Selenoamino acid metabolism_Reactome	0.44697585419254	1
PDGFR-beta signaling pathway_PID	0.44697585419254	1
Vibrio cholerae infection - Homo sapiens (human)_KEGG	0.450496679133978	1
Angiopoietin receptor Tie2-mediated signaling_PID	0.450496679133978	1
Signaling by ERBB2_Reactome	0.450496679133978	1
Vitamin B12 Metabolism_Wikipathways	0.45705054463997	1
Synaptic Vesicle Pathway_Wikipathways	0.45705054463997	1
Wnt Signaling Pathway_Wikipathways	0.45705054463997	1
Insulin receptor signalling cascade_Reactome	0.45705054463997	1
TP53 Regulates Transcription of Cell Cycle Genes_Reactome	0.45705054463997	1
Neurotransmitter release cycle_Reactome	0.45705054463997	1
Cytosolic sensors of pathogen-associated DNA _Reactome	0.45705054463997	1
Cargo trafficking to the periciliary membrane_Reactome	0.45705054463997	1
Cytokine-cytokine receptor interaction - Homo sapiens (human)_KEGG	0.461070702091535	1
One carbon metabolism and related pathways_Wikipathways	0.463526744479288	1
Ion homeostasis_Reactome	0.463526744479288	1
Amino acid and oligopeptide SLC transporters_Reactome	0.463526744479288	1
Mitochondrial biogenesis_Reactome	0.463526744479288	1
Metabolism_Reactome	0.466201774744912	1
MAPK signaling pathway - Homo sapiens (human)_KEGG	0.466295616798426	1
Systemic lupus erythematosus - Homo sapiens (human)_KEGG	0.46680742418876	1
FoxO signaling pathway - Homo sapiens (human)_KEGG	0.46680742418876	1
TGF-beta Signaling Pathway_Wikipathways	0.46680742418876	1
Apoptosis-related network due to altered Notch3 in ovarian cancer_Wikipathways	0.469926193073416	1
Synthesis of PIPs at the plasma membrane_Reactome	0.469926193073416	1
Signaling events mediated by PTP1B_PID	0.469926193073416	1
Notch signaling pathway_PID	0.469926193073416	1
Glycerophospholipid biosynthesis_Reactome	0.470723614449753	1
RAC1 signaling pathway_PID	0.476249794147604	1
Arginine Proline metabolism_INOH	0.476249794147604	1
Constitutive Signaling by NOTCH1 PEST Domain Mutants_Reactome	0.476249794147604	1
Signaling by NOTCH1 PEST Domain Mutants in Cancer_Reactome	0.476249794147604	1
Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants_Reactome	0.476249794147604	1
Signaling by NOTCH1 HD+PEST Domain Mutants in Cancer_Reactome	0.476249794147604	1
Signaling by NOTCH1 in Cancer_Reactome	0.476249794147604	1
Estrogen signaling pathway - Homo sapiens (human)_KEGG	0.482369098582695	1
TGF-beta Receptor Signaling_Wikipathways	0.482498440855171	1
Ion transport by P-type ATPases_Reactome	0.482498440855171	1
Glutathione metabolism - Homo sapiens (human)_KEGG	0.488673015900364	1
Thromboxane A2 receptor signaling_PID	0.488673015900364	1
FGF signaling pathway_PID	0.488673015900364	1
Formation of TC-NER Pre-Incision Complex_Reactome	0.488673015900364	1
Caspase Cascade in Apoptosis_PID	0.494774391659805	1
Viral myocarditis - Homo sapiens (human)_KEGG	0.500803430302531	1
Celecoxib Pathway, Pharmacodynamics_PharmGKB	0.500803430302531	1
Formation of the ternary complex, and subsequently, the 43S complex_Reactome	0.500803430302531	1
ABC-family proteins mediated transport_Reactome	0.500803430302531	1
Signaling by BRAF and RAF fusions_Reactome	0.500803430302531	1
Lysine degradation - Homo sapiens (human)_KEGG	0.506760983908654	1
VEGF signaling pathway - Homo sapiens (human)_KEGG	0.506760983908654	1
purine nucleotides <i>de novo</i> biosynthesis_HumanCyc	0.506760983908654	1
SHP2 signaling_PID	0.506760983908654	1
MHC class II antigen presentation_Reactome	0.506760983908654	1
superpathway of purine nucleotide salvage_HumanCyc	0.506760983908654	1
E3 ubiquitin ligases ubiquitinate target proteins_Reactome	0.506760983908654	1
Cell adhesion molecules (CAMs) - Homo sapiens (human)_KEGG	0.508923322743714	1
Interleukin-1 signaling_Reactome	0.512647894586641	1
Phospholipase D signaling pathway - Homo sapiens (human)_KEGG	0.516346985880948	1
Neutrophil degranulation_Reactome	0.516542047797214	1
VEGF Signaling Pathway_PharmGKB	0.51846499458925	1
Disopyramide Action Pathway_SMPDB	0.51846499458925	1
Procainamide (Antiarrhythmic) Action Pathway_SMPDB	0.51846499458925	1
Fosphenytoin (Antiarrhythmic) Action Pathway_SMPDB	0.51846499458925	1
Bopindolol Action Pathway_SMPDB	0.51846499458925	1
Timolol Action Pathway_SMPDB	0.51846499458925	1
Carteolol Action Pathway_SMPDB	0.51846499458925	1
Bevantolol Action Pathway_SMPDB	0.51846499458925	1
Practolol Action Pathway_SMPDB	0.51846499458925	1
Dobutamine Action Pathway_SMPDB	0.51846499458925	1
Isoprenaline Action Pathway_SMPDB	0.51846499458925	1
Arbutamine Action Pathway_SMPDB	0.51846499458925	1
Amiodarone Action Pathway_SMPDB	0.51846499458925	1
Levobunolol Action Pathway_SMPDB	0.51846499458925	1
Metipranolol Action Pathway_SMPDB	0.51846499458925	1
Mexiletine Action Pathway_SMPDB	0.51846499458925	1
Quinidine Action Pathway_SMPDB	0.51846499458925	1
Sotalol Action Pathway_SMPDB	0.51846499458925	1
Epinephrine Action Pathway_SMPDB	0.51846499458925	1
Betaxolol Action Pathway_SMPDB	0.51846499458925	1
Atenolol Action Pathway_SMPDB	0.51846499458925	1
Alprenolol Action Pathway_SMPDB	0.51846499458925	1
Acebutolol Action Pathway_SMPDB	0.51846499458925	1
Muscle/Heart Contraction_SMPDB	0.51846499458925	1
Diltiazem Action Pathway_SMPDB	0.51846499458925	1
Propranolol Action Pathway_SMPDB	0.51846499458925	1
Pindolol Action Pathway_SMPDB	0.51846499458925	1
Penbutolol Action Pathway_SMPDB	0.51846499458925	1
Oxprenolol Action Pathway_SMPDB	0.51846499458925	1
Metoprolol Action Pathway_SMPDB	0.51846499458925	1
Esmolol Action Pathway_SMPDB	0.51846499458925	1
Bisoprolol Action Pathway_SMPDB	0.51846499458925	1
Bupranolol Action Pathway_SMPDB	0.51846499458925	1
Nebivolol Action Pathway_SMPDB	0.51846499458925	1
Amlodipine Action Pathway_SMPDB	0.51846499458925	1
Verapamil Action Pathway_SMPDB	0.51846499458925	1
Nitrendipine Action Pathway_SMPDB	0.51846499458925	1
Nisoldipine Action Pathway_SMPDB	0.51846499458925	1
Nimodipine Action Pathway_SMPDB	0.51846499458925	1
Ibutilide Action Pathway_SMPDB	0.51846499458925	1
Tocainide Action Pathway_SMPDB	0.51846499458925	1
Flecainide Action Pathway_SMPDB	0.51846499458925	1
Isradipine Action Pathway_SMPDB	0.51846499458925	1
Nifedipine Action Pathway_SMPDB	0.51846499458925	1
Felodipine Action Pathway_SMPDB	0.51846499458925	1
Nadolol Action Pathway_SMPDB	0.51846499458925	1
Notch Signaling Pathway_Wikipathways	0.51846499458925	1
Oxidative phosphorylation_Wikipathways	0.51846499458925	1
Coregulation of Androgen receptor activity_PID	0.51846499458925	1
Signaling by MET_Reactome	0.51846499458925	1
Oncogenic MAPK signaling_Reactome	0.51846499458925	1
Breast cancer - Homo sapiens (human)_KEGG	0.523696643255363	1
Carvedilol Action Pathway_SMPDB	0.52421310642812	1
Labetalol Action Pathway_SMPDB	0.52421310642812	1
miRNAs involved in DNA damage response_Wikipathways	0.52421310642812	1
Cell Differentiation - Index expanded_Wikipathways	0.52421310642812	1
Leptin_NetPath	0.52421310642812	1
miR-targeted genes in lymphocytes - TarBase_Wikipathways	0.526655801522859	1
TNFalpha_NetPath	0.528602223532081	1
Basal cell carcinoma - Homo sapiens (human)_KEGG	0.529893042987039	1
Lidocaine (Antiarrhythmic) Action Pathway_SMPDB	0.529893042987039	1
miRNAs involvement in the immune response in sepsis_Wikipathways	0.529893042987039	1
Neurotrophic factor-mediated Trk receptor signaling_PID	0.529893042987039	1
LPA receptor mediated events_PID	0.529893042987039	1
Cortisol synthesis and secretion - Homo sapiens (human)_KEGG	0.535505607633911	1
Genotoxicity pathway_Wikipathways	0.535505607633911	1
G1 to S cell cycle control_Wikipathways	0.535505607633911	1
Validated nuclear estrogen receptor alpha network_PID	0.535505607633911	1
Regulation of retinoblastoma protein_PID	0.535505607633911	1
Peroxisomal protein import_Reactome	0.535505607633911	1
Semaphorin interactions_Reactome	0.535505607633911	1
Cell-cell junction organization_Reactome	0.535505607633911	1
Class I MHC mediated antigen processing & presentation_Reactome	0.537306961780588	1
Phagosome - Homo sapiens (human)_KEGG	0.538171355196206	1
Regulation of Actin Cytoskeleton_Wikipathways	0.538171355196206	1
Mitophagy - animal - Homo sapiens (human)_KEGG	0.541051594331413	1
Shigellosis - Homo sapiens (human)_KEGG	0.541051594331413	1
Interleukin-17 signaling_Reactome	0.541051594331413	1
Translation initiation complex formation_Reactome	0.541051594331413	1
IL4-mediated signaling events_PID	0.541051594331413	1
MAP kinase activation_Reactome	0.541051594331413	1
Ribosomal scanning and start codon recognition_Reactome	0.541051594331413	1
RAB geranylgeranylation_Reactome	0.541051594331413	1
Membrane Trafficking_Reactome	0.541476874344142	1
Oxytocin signaling pathway - Homo sapiens (human)_KEGG	0.541742827953902	1
Non-small cell lung cancer - Homo sapiens (human)_KEGG	0.54653178774639	1
Acute myeloid leukemia - Homo sapiens (human)_KEGG	0.54653178774639	1
Beta-agonist/Beta-blocker Pathway, Pharmacodynamics_PharmGKB	0.54653178774639	1
Folate Metabolism_Wikipathways	0.54653178774639	1
Integrated Breast Cancer Pathway_Wikipathways	0.54653178774639	1
Non-small cell lung cancer_Wikipathways	0.54653178774639	1
Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S_Reactome	0.54653178774639	1
Signaling by ROBO receptors_Reactome	0.54653178774639	1
O-linked glycosylation of mucins_Reactome	0.54653178774639	1
Cushing syndrome - Homo sapiens (human)_KEGG	0.548828698434259	1
Breast cancer pathway_Wikipathways	0.548828698434259	1
Toll-Like Receptors Cascades_Reactome	0.548828698434259	1
FGF_INOH	0.551946963357979	1
Signaling by TGF-beta Receptor Complex_Reactome	0.551946963357979	1
Gap-filling DNA repair synthesis and ligation in TC-NER_Reactome	0.551946963357979	1
Nonalcoholic fatty liver disease_Wikipathways	0.552342989906158	1
RAC1-PAK1-p38-MMP2 Pathway_Wikipathways	0.557297887564484	1
PPAR signaling pathway_Wikipathways	0.557297887564484	1
DNA Damage Response_Wikipathways	0.557297887564484	1
Regulation of Telomerase_PID	0.557297887564484	1
Dual incision in TC-NER_Reactome	0.557297887564484	1
HDR through Homologous Recombination (HRR)_Reactome	0.557297887564484	1
Adipocytokine signaling pathway - Homo sapiens (human)_KEGG	0.562585317789012	1
Loss of Nlp from mitotic centrosomes_Reactome	0.562585317789012	1
Loss of proteins required for interphase microtubule organization from the centrosome_Reactome	0.562585317789012	1
Constitutive Signaling by Aberrant PI3K in Cancer_Reactome	0.562585317789012	1
Sudden Infant Death Syndrome (SIDS) Susceptibility Pathways_Wikipathways	0.566208137744467	1
Prolactin signaling pathway - Homo sapiens (human)_KEGG	0.5678100025839	1
Prolactin_NetPath	0.5678100025839	1
Diseases of signal transduction_Reactome	0.568070060254626	1
Glioma - Homo sapiens (human)_KEGG	0.572972681733922	1
CDC42 signaling events_PID	0.572972681733922	1
Alpha6Beta4Integrin_NetPath	0.572972681733922	1
Human papillomavirus infection - Homo sapiens (human)_KEGG	0.575728904751822	1
p53 signaling pathway - Homo sapiens (human)_KEGG	0.578074086358309	1
AURKA Activation by TPX2_Reactome	0.578074086358309	1
Hedgehog_INOH	0.578074086358309	1
cGMP-PKG signaling pathway - Homo sapiens (human)_KEGG	0.579764360114222	1
Signaling by Rho GTPases_Reactome	0.582717724550583	1
Parkin-Ubiquitin Proteasomal System pathway_Wikipathways	0.583114939011592	1
Primary Focal Segmental Glomerulosclerosis FSGS_Wikipathways	0.583114939011592	1
Chromosomal and microsatellite instability in colorectal cancer_Wikipathways	0.583114939011592	1
Signaling by NOTCH1_Reactome	0.583114939011592	1
Protein processing in endoplasmic reticulum - Homo sapiens (human)_KEGG	0.586426107374632	1
Cellular responses to stress_Reactome	0.587367132381298	1
Thyroid hormone synthesis - Homo sapiens (human)_KEGG	0.588095953783275	1
PPAR signaling pathway - Homo sapiens (human)_KEGG	0.588095953783275	1
RMTs methylate histone arginines_Reactome	0.588095953783275	1
EPH-Ephrin signaling_Reactome	0.588095953783275	1
Fibroblast growth factor-1_NetPath	0.588095953783275	1
Pancreatic cancer - Homo sapiens (human)_KEGG	0.593017836396355	1
Signaling by Insulin receptor_Reactome	0.593017836396355	1
Synthesis of DNA_Reactome	0.593017836396355	1
Hepatocellular carcinoma - Homo sapiens (human)_KEGG	0.596272929125835	1
Chronic myeloid leukemia - Homo sapiens (human)_KEGG	0.597881284304709	1
Pertussis - Homo sapiens (human)_KEGG	0.597881284304709	1
Viral Acute Myocarditis_Wikipathways	0.597881284304709	1
Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks_Reactome	0.597881284304709	1
Pathways in cancer - Homo sapiens (human)_KEGG	0.598608004662847	1
Regulation of nuclear SMAD2/3 signaling_PID	0.602686986789349	1
DNA Double Strand Break Response_Reactome	0.602686986789349	1
Interleukin-1 family signaling_Reactome	0.602686986789349	1
Tight junction - Homo sapiens (human)_KEGG	0.602740196214864	1
Antigen processing: Ubiquitination & Proteasome degradation_Reactome	0.608058916824749	1
Innate Immune System_Reactome	0.611410815822221	1
p73 transcription factor network_PID	0.612127872316975	1
Recruitment of NuMA to mitotic centrosomes_Reactome	0.612127872316975	1
DNA Replication_Reactome	0.616764393908466	1
Recruitment of mitotic centrosome proteins and complexes_Reactome	0.616764393908466	1
Centrosome maturation_Reactome	0.616764393908466	1
Transcription-Coupled Nucleotide Excision Repair (TC-NER)_Reactome	0.616764393908466	1
Regulation of HSF1-mediated heat shock response_Reactome	0.621345847358094	1
Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)_PID	0.621345847358094	1
Amyloid fiber formation_Reactome	0.621345847358094	1
Phenytoin (Antiarrhythmic) Action Pathway_SMPDB	0.625872882487886	1
COPI-dependent Golgi-to-ER retrograde traffic_Reactome	0.625872882487886	1
Tuberculosis - Homo sapiens (human)_KEGG	0.627831613025727	1
Selenium Micronutrient Network_Wikipathways	0.630346141501617	1
Signaling Pathways in Glioblastoma_Wikipathways	0.630346141501617	1
COPI-mediated anterograde transport_Reactome	0.630346141501617	1
Global Genome Nucleotide Excision Repair (GG-NER)_Reactome	0.634766259073537	1
Colorectal cancer - Homo sapiens (human)_KEGG	0.643449571466498	1
Pathways in clear cell renal cell carcinoma_Wikipathways	0.643449571466498	1
ncRNAs involved in Wnt signaling in hepatocellular carcinoma_Wikipathways	0.643449571466498	1
RUNX1 regulates transcription of genes involved in differentiation of HSCs_Reactome	0.643449571466498	1
Apoptosis_Wikipathways	0.647713998772661	1
MyD88 cascade initiated on plasma membrane_Reactome	0.647713998772661	1
Toll Like Receptor 10 (TLR10) Cascade_Reactome	0.647713998772661	1
Toll Like Receptor 5 (TLR5) Cascade_Reactome	0.647713998772661	1
Calcium signaling pathway - Homo sapiens (human)_KEGG	0.648770672390445	1
Kaposi sarcoma-associated herpesvirus infection - Homo sapiens (human)_KEGG	0.651685118478054	1
GABAergic synapse - Homo sapiens (human)_KEGG	0.651927749777633	1
Gap junction - Homo sapiens (human)_KEGG	0.651927749777633	1
Cytoplasmic Ribosomal Proteins_Wikipathways	0.651927749777633	1
TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation_Reactome	0.651927749777633	1
Dilated cardiomyopathy (DCM) - Homo sapiens (human)_KEGG	0.65609142280344	1
Rheumatoid arthritis - Homo sapiens (human)_KEGG	0.65609142280344	1
Androgen receptor signaling pathway_Wikipathways	0.65609142280344	1
miRNA Regulation of DNA Damage Response_Wikipathways	0.65609142280344	1
Retinoblastoma Gene in Cancer_Wikipathways	0.65609142280344	1
Pancreatic adenocarcinoma pathway_Wikipathways	0.65609142280344	1
Host Interactions of HIV factors_Reactome	0.65609142280344	1
Cell junction organization_Reactome	0.65609142280344	1
TCF dependent signaling in response to WNT_Reactome	0.657456726897741	1
Toll Like Receptor 7/8 (TLR7/8) Cascade_Reactome	0.660205609153807	1
MyD88 dependent cascade initiated on endosome_Reactome	0.660205609153807	1
G Protein Signaling Pathways_Wikipathways	0.664270893195938	1
Sphingolipid metabolism_Reactome	0.664270893195938	1
ErbB Signaling Pathway_Wikipathways	0.66828785244136	1
VEGFA-VEGFR2 Pathway_Reactome	0.66828785244136	1
RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function_Reactome	0.66828785244136	1
Beta-catenin independent WNT signaling_Reactome	0.66828785244136	1
Small cell lung cancer - Homo sapiens (human)_KEGG	0.672257057625823	1
GnRH signaling pathway - Homo sapiens (human)_KEGG	0.672257057625823	1
