from	to
9775	151742_160760_54704_5494_5495_5496_5781_8493_9647
3572_3590	151742_160760_54704_5494_5495_5496_5781_8493_9647
11075	151742_160760_54704_5494_5495_5496_5781_8493_9647
5829	151742_160760_54704_5494_5495_5496_5781_8493_9647
151742_160760_54704_5494_5495_5496_5781_8493_9647	5829
9019	151742_160760_54704_5494_5495_5496_5781_8493_9647
1441	151742_160760_54704_5494_5495_5496_5781_8493_9647
3569-3570-3572-3716-8543	151742_160760_54704_5494_5495_5496_5781_8493_9647
3806_57292	151742_160760_54704_5494_5495_5496_5781_8493_9647
79705	151742_160760_54704_5494_5495_5496_5781_8493_9647
1436-5156	151742_160760_54704_5494_5495_5496_5781_8493_9647
55824	151742_160760_54704_5494_5495_5496_5781_8493_9647
9564	151742_160760_54704_5494_5495_5496_5781_8493_9647
1796	151742_160760_54704_5494_5495_5496_5781_8493_9647
3572_3977	151742_160760_54704_5494_5495_5496_5781_8493_9647
4908-4916	151742_160760_54704_5494_5495_5496_5781_8493_9647
2261	151742_160760_54704_5494_5495_5496_5781_8493_9647
3569-3570-3572	151742_160760_54704_5494_5495_5496_5781_8493_9647
1398	151742_160760_54704_5494_5495_5496_5781_8493_9647
3588_58985	151742_160760_54704_5494_5495_5496_5781_8493_9647
4940	151742_160760_54704_5494_5495_5496_5781_8493_9647
5019	151742_160760_54704_5494_5495_5496_5781_8493_9647
7265	151742_160760_54704_5494_5495_5496_5781_8493_9647
2668-2674-5979-10818	151742_160760_54704_5494_5495_5496_5781_8493_9647
10818	151742_160760_54704_5494_5495_5496_5781_8493_9647
2057	151742_160760_54704_5494_5495_5496_5781_8493_9647
10817	151742_160760_54704_5494_5495_5496_5781_8493_9647
25_613	151742_160760_54704_5494_5495_5496_5781_8493_9647
7064	151742_160760_54704_5494_5495_5496_5781_8493_9647
4140	151742_160760_54704_5494_5495_5496_5781_8493_9647
4739	151742_160760_54704_5494_5495_5496_5781_8493_9647
2643	151742_160760_54704_5494_5495_5496_5781_8493_9647
10092_10093_10094_10095_10096_10097_10109	573
8882	573
8880	573
598	573
79631	573
5093	573
54927	573
56478	23178
7702	23178
8642	23178
996	5536
27185	5536
25864	5536
23646	5536
28969	5536
6285	5536
3692	5536
28960	5536
2289-2908-3320	5536
5049	5536
5910	5536
131034	5536
6277	5536
6273	5536
1434	5536
6271	5536
100302232	3987
51205	3987
7114_9087	3987
27124	5335_5336
5335_5336	27124
3632	5335_5336
5335_5336	3632
56994	5335_5336
5795	5335_5336
5335_5336	5795
85465	5335_5336
54923	5335_5336
5337	5335_5336
25-4914	5335_5336
10278	5335_5336
3628	5335_5336
5335_5336	3628
2037	5335_5336
2776-6387-7852	5335_5336
8694	5335_5336
9630	5335_5336
5880	5335_5336
30837	5335_5336
2321-3791-7422	5335_5336
2324	5335_5336
29760	5335_5336
27071	5335_5336
1436-5335	5335_5336
5335_5336	1436-5335
84649	5335_5336
10427_10802_9632_9871	5335_5336
1906	5335_5336
116255	5335_5336
5335_5336	116255
2885-3937-5335-7462	5335_5336
5335_5336	2885-3937-5335-7462
3672_3688	5335_5336
56288	5335_5336
4023	5335_5336
5335_5336	4023
5156-5335	5335_5336
5335_5336	5156-5335
7222	5335_5336
58480	5335_5336
2769	5335_5336
10451	5335_5336
51763	5335_5336
5335_5336	51763
4804	5335_5336
2767_2776	5335_5336
2017	5335_5336
1956-6714	5335_5336
867-3791-7422	5335_5336
25998	5335_5336
399687	5335_5336
2264	5335_5336
5335_5336	2264
7409	5335_5336
5335_5336	7409
29998	5335_5336
7462	5335_5336
5335_5336	7462
9467	5335_5336
346606	5335_5336
5335_5336	346606
238	5335_5336
7006	5335_5336
28989	5335_5336
5154-5156	5335_5336
10390	5335_5336
183-185-2776	5335_5336
7454	5335_5336
5335_5336	7454
2321-5228	5335_5336
3055	5335_5336
5335_5336	3055
3082-4233	5335_5336
4803-4804	5335_5336
4058	5335_5336
2317	5599
5579	5599
406996	5599
2950	5599
50488	5599
56850	5599
79109	5599
2944	5599
23005	5599
25929	5599
284403	5599
23542	5599
10801	5599
1028	5599
54625	5599
5295	5599
1850	5599
148170	5599
23451	9833
5511	9833
996-8697-8881-10393-25847-29882-29945-51343-51433-51434-51529-64682-246184	9833
64333	5594
3897	5594
5594	3897
673	5594
5594	673
3693	5594
51399	5594
406935	5594
51231	5594
2197	5594
5494	5594
7431	5594
5604_5605	5594
8682	5594
6815	5594
27101	5594
407037	5594
57122	5594
4802	5594
80824	5594
5594	80824
4800	5594
156	5594
5605	5594
8767	5594
54206	5594
3161	5594
1847	5594
5594	1847
1845	5594
3454_3455	5594
10988	5594
80317	5594
100126355	5594
9848	5594
84687	5499
648791	5499
22853	5499
5334	5499
338699	5499
5507	5499
5499	5507
5099	5499
55607	5499
8165	5499
4747	5499
5514	5499
6992	5499
286262	5499
80243	5499
207-208-10000	6198_6199
84271	6198_6199
6198_6199	84271
7248	6198_6199
5170-5590	6198_6199
5338	6198_6199
4686	6198_6199
6198_6199	4686
5520-7046-7048	6198_6199
80347	6198_6199
6198_6199	80347
4286	6198_6199
7123	6198_6199
207-5170	6198_6199
9618	6198_6199
8772	6198_6199
6198_6199	8772
7015	6198_6199
2475-6009-57521-64223	6198_6199
3655-3688	6198_6199
8662	6198_6199
207-5170-5590	6198_6199
7015-10728	6198_6199
10114	6434
9406	6434
140890	6434
6429	6434
56340	6434
23197	6434
10772	6434
10482	6434
4735	6434
10921	6434
5939	6434
8683	6434
23534	6434
6430	6434
811	64714
30001	64714
64714	30001
56893	64714
10628	64714
56605	64714
5764	64714
11345	64714
283208	64714
8764	64714
81502	64714
9748	64714
4547	64714
30001_56605	64714
54681	64714
1973_1974	64714
6890_6891	64714
4690	64714
10428	1457_1459
23560	1457_1459
81669	1457_1459
10422	1457_1459
4820	1457_1459
6146	1457_1459
124245	1457_1459
715	1457_1459
1457_1459	715
2668	1457_1459
2268	1457_1459
1457_1459	2268
56257	1457_1459
375790	1457_1459
80206	1457_1459
5048	1457_1459
1457_1459	5048
55959	1457_1459
2246	1457_1459
23492	1457_1459
51329	1457_1459
29080	1457_1459
64061	1457_1459
147339	1457_1459
10749	1457_1459
1457_1459	10749
29115	1457_1459
57666	1457_1459
3484_3485_3486_3487_3488_3489	1457_1459
1457_1459	3484_3485_3486_3487_3488_3489
57661	1457_1459
5573_5575_5576_5577	1457_1459
9656	1457_1459
1457_1459	9656
2221	1457_1459
5411	1457_1459
23503	1457_1459
1933	1457_1459
1457_1459	1933
84365	1457_1459
81608	1457_1459
7124	1457_1459
1457_1459	7124
10284	1457_1459
6046	1457_1459
4687	1457_1459
1457_1459	4687
10319	1457_1459
64423	1457_1459
57599	1457_1459
9627	1457_1459
5356	1457_1459
2956	1457_1459
5515-5524-5525	1457_1459
57587	1457_1459
2153	1457_1459
1457_1459	2153
9975	1457_1459
84733	1457_1459
55105	1457_1459
196441	1457_1459
64769	1457_1459
84333	1457_1459
81892	1457_1459
2972_55814_6908	1457_1459
1460	1457_1459
10250	1457_1459
51222	1457_1459
3217	1457_1459
1457_1459	3217
7153_7155	1457_1459
1457_1459	7153_7155
11321	1457_1459
114882	1457_1459
8087	1457_1459
84717	1457_1459
51177	1457_1459
8879	1457_1459
3603	1457_1459
1457_1459	3603
93185	1457_1459
3163	1457_1459
1457_1459	3163
3958	1457_1459
1457_1459	3958
23367	1457_1459
84264	1457_1459
2079	1457_1459
1457_1459	2079
5664	1457_1459
1457_1459	5664
23358	1457_1459
1965_1968_8894	1457_1459
1457_1459	1965_1968_8894
51547	1457_1459
5033_5034_8974	1457_1459
6696	1457_1459
79576	1457_1459
55379	1457_1459
8449	1457_1459
6727	1457_1459
6726	1457_1459
4172	1457_1459
11244	1457_1459
26135	1457_1459
5305_8396	1457_1459
1457_1459	5305_8396
84232	1457_1459
3482	1457_1459
1457_1459	3482
50848	1457_1459
1457_1459	50848
11198	1457_1459
9070	1457_1459
3798_3799_3800	1457_1459
8829	1457_1459
4950	1457_1459
1457_1459	4950
51121	1457_1459
1649_2521	1457_1459
1457_1459	1649_2521
1107_1108	1457_1459
1457_1459	1107_1108
5621	1457_1459
8812	1457_1459
23316	1457_1459
1457_1459	23316
58533	1457_1459
435	1457_1459
93474	1457_1459
10130	1457_1459
1457_1459	10130
4297_4298	1457_1459
51068	1457_1459
80335	1457_1459
51065	1457_1459
26065	1457_1459
10486	1457_1459
26053	1457_1459
10910	1457_1459
79080	1457_1459
1967_8890_8891_8892_8893	1457_1459
1457_1459	1967_8890_8891_8892_8893
29997	1457_1459
84549	1457_1459
64978	1457_1459
79869	1457_1459
284119	1457_1459
9813	1457_1459
64170	1457_1459
1457_1459	64170
39	1457_1459
79101	1457_1459
10856	1457_1459
31	1457_1459
1457_1459	31
57418	1457_1459
7259	1457_1459
51428	1457_1459
1662	1457_1459
57018	1457_1459
9767	1457_1459
84524	1457_1459
2957_2958	1457_1459
1457_1459	2957_2958
5929	1457_1459
29969	1457_1459
6166	1457_1459
23215	1457_1459
79837	1457_1459
23170	1457_1459
54955	1457_1459
6158	1457_1459
79039	1457_1459
80232	1457_1459
6949	1457_1459
55720	7530
6744	7530
9859	7530
5533-5534	7530
26289	7530
5515-5518-5521	7530
5515-5518-5520	7530
10787	7530
1983	7530
2814	7530
1499-6934-9314	2033
3075	2033
7257	2033
60485	2033
57062	2033
57658	2033
892-1024-5469-9282-9412-9439-9440-9442-9443-9477-9862-9968-9969-10001-10025-29079-51003-84246-90390	2033
3104	2033
4090	2033
4683	2033
96764	2033
26168	2033
3651	2033
2033	3651
7799	2033
444	2033
4676	2033
6760	2033
163732	2033
2118_2130	2033
406942	2033
407014	2033
55534	2033
80149	2033
5527	2033
79803	2033
84289	2033
50674	2033
3622	2033
65056	2033
5315	2033
2033	5315
8986	2033
91875	2033
23368	2033
3219	2033
5141_5142_5143_5144	2033
2033	5141_5142_5143_5144
2548	2033
6925	2033
7040_7042_7043	2033
60	2033
26471	2033
693159	2033
1072	2033
22919	2033
9794	2033
2033	9794
6314	2033
1108	2033
79726	2033
79884	2033
892-1024-2033-3516-22938	2033
2033	892-1024-2033-3516-22938
6502	2033
2033	6502
54971	2033
2874	2033
1499-6934	2033
133418	2033
23476_256646	2033
4209	2033
2033	4209
1643	2033
7917	2033
10046	2033
2073	2033
256646	2033
9208	2033
10989	2033
7707	2033
26036	2033
57118	2033
51434	2033
653121	2033
133746	2033
3516-4853	2033
5562	2033
2033	5562
7957	10273
26277	10273
55585	10273
80331	10273
9529	10273
10101	10273
1575	10273
23640	10273
9513	10273
687	10013_10014_51564_83933_9734_9759
6940	10013_10014_51564_83933_9734_9759
22880	10013_10014_51564_83933_9734_9759
5901	10013_10014_51564_83933_9734_9759
10013_10014_51564_83933_9734_9759	5901
5464	10013_10014_51564_83933_9734_9759
7181	10013_10014_51564_83933_9734_9759
84458	10013_10014_51564_83933_9734_9759
10013_10014_51564_83933_9734_9759	84458
55220	10013_10014_51564_83933_9734_9759
716	10013_10014_51564_83933_9734_9759
3658_48	10013_10014_51564_83933_9734_9759
6897	10013_10014_51564_83933_9734_9759
112939	10013_10014_51564_83933_9734_9759
7175	10013_10014_51564_83933_9734_9759
9688	10013_10014_51564_83933_9734_9759
3339	10013_10014_51564_83933_9734_9759
706	10013_10014_51564_83933_9734_9759
22865	10013_10014_51564_83933_9734_9759
3298	10013_10014_51564_83933_9734_9759
7167	10013_10014_51564_83933_9734_9759
55201	10013_10014_51564_83933_9734_9759
51291	10013_10014_51564_83933_9734_9759
54880	10013_10014_51564_83933_9734_9759
55165	10013_10014_51564_83933_9734_9759
51726	10013_10014_51564_83933_9734_9759
23493	10013_10014_51564_83933_9734_9759
7158	10013_10014_51564_83933_9734_9759
10013_10014_51564_83933_9734_9759	7158
6119	10013_10014_51564_83933_9734_9759
6472	10013_10014_51564_83933_9734_9759
7150	10013_10014_51564_83933_9734_9759
10013_10014_51564_83933_9734_9759	7150
7329-9759	10013_10014_51564_83933_9734_9759
10013_10014_51564_83933_9734_9759	7329-9759
8625	10013_10014_51564_83933_9734_9759
246184	10013_10014_51564_83933_9734_9759
51719	10013_10014_51564_83933_9734_9759
57703	10013_10014_51564_83933_9734_9759
1950	10013_10014_51564_83933_9734_9759
23125	10013_10014_51564_83933_9734_9759
25999	10013_10014_51564_83933_9734_9759
5901-7514	10013_10014_51564_83933_9734_9759
51272	10013_10014_51564_83933_9734_9759
255877	10013_10014_51564_83933_9734_9759
8576	10013_10014_51564_83933_9734_9759
8216	10013_10014_51564_83933_9734_9759
10733	10013_10014_51564_83933_9734_9759
22796	10013_10014_51564_83933_9734_9759
79738	10013_10014_51564_83933_9734_9759
51267	10013_10014_51564_83933_9734_9759
1490_3490	10013_10014_51564_83933_9734_9759
123879	10013_10014_51564_83933_9734_9759
191	10013_10014_51564_83933_9734_9759
9643	10013_10014_51564_83933_9734_9759
1937	10013_10014_51564_83933_9734_9759
1891	10013_10014_51564_83933_9734_9759
7919	10013_10014_51564_83933_9734_9759
9631	10013_10014_51564_83933_9734_9759
4288	10013_10014_51564_83933_9734_9759
91147	10013_10014_51564_83933_9734_9759
2203	10013_10014_51564_83933_9734_9759
79718	10013_10014_51564_83933_9734_9759
10312	10013_10014_51564_83933_9734_9759
7112	10013_10014_51564_83933_9734_9759
220988	10013_10014_51564_83933_9734_9759
22807	10013_10014_51564_83933_9734_9759
5914_6256	10013_10014_51564_83933_9734_9759
11344	10013_10014_51564_83933_9734_9759
64375	10013_10014_51564_83933_9734_9759
129685_51616_54457_6872_6873_6874_6875_6877_6878_6879_6880_6881_6882_6883_6884_8148_83860	10013_10014_51564_83933_9734_9759
10262	10013_10014_51564_83933_9734_9759
10013_10014_51564_83933_9734_9759	10262
8498	10013_10014_51564_83933_9734_9759
3188	10013_10014_51564_83933_9734_9759
64761	10013_10014_51564_83933_9734_9759
3185	10013_10014_51564_83933_9734_9759
3184	10013_10014_51564_83933_9734_9759
81894	10013_10014_51564_83933_9734_9759
1104	10013_10014_51564_83933_9734_9759
26223	10013_10014_51564_83933_9734_9759
6010	10013_10014_51564_83933_9734_9759
546	10013_10014_51564_83933_9734_9759
10642	10013_10014_51564_83933_9734_9759
5914_7704	10013_10014_51564_83933_9734_9759
10013_10014_51564_83933_9734_9759	5914_7704
157570	10013_10014_51564_83933_9734_9759
3608	10013_10014_51564_83933_9734_9759
10236	10013_10014_51564_83933_9734_9759
64344	10013_10014_51564_83933_9734_9759
10013_10014_51564_83933_9734_9759	64344
10235	10013_10014_51564_83933_9734_9759
7037	10013_10014_51564_83933_9734_9759
51202	10013_10014_51564_83933_9734_9759
5310	10013_10014_51564_83933_9734_9759
23764	10013_10014_51564_83933_9734_9759
55030	10013_10014_51564_83933_9734_9759
4191	10013_10014_51564_83933_9734_9759
25879	10013_10014_51564_83933_9734_9759
79628	10013_10014_51564_83933_9734_9759
7385	10013_10014_51564_83933_9734_9759
391746	10013_10014_51564_83933_9734_9759
7416	10013_10014_51564_83933_9734_9759
476	10013_10014_51564_83933_9734_9759
815-816-817-818	10013_10014_51564_83933_9734_9759
5257	10013_10014_51564_83933_9734_9759
55015	10013_10014_51564_83933_9734_9759
4176	10013_10014_51564_83933_9734_9759
92906	10013_10014_51564_83933_9734_9759
4173	10013_10014_51564_83933_9734_9759
4171	10013_10014_51564_83933_9734_9759
55806	10013_10014_51564_83933_9734_9759
291_292_293	10013_10014_51564_83933_9734_9759
3094	10013_10014_51564_83933_9734_9759
9877	10013_10014_51564_83933_9734_9759
10161	10013_10014_51564_83933_9734_9759
60436	10013_10014_51564_83933_9734_9759
5993	10013_10014_51564_83933_9734_9759
51520	10013_10014_51564_83933_9734_9759
5192	10013_10014_51564_83933_9734_9759
11228	10013_10014_51564_83933_9734_9759
7349	10013_10014_51564_83933_9734_9759
440	10013_10014_51564_83933_9734_9759
4942	10013_10014_51564_83933_9734_9759
5980	10013_10014_51564_83933_9734_9759
11218	10013_10014_51564_83933_9734_9759
9054	10013_10014_51564_83933_9734_9759
5976	10013_10014_51564_83933_9734_9759
25822	10013_10014_51564_83933_9734_9759
23309	10013_10014_51564_83933_9734_9759
10013_10014_51564_83933_9734_9759	23309
9441	10013_10014_51564_83933_9734_9759
9839	10013_10014_51564_83933_9734_9759
2010	10013_10014_51564_83933_9734_9759
85236	10013_10014_51564_83933_9734_9759
22974	10013_10014_51564_83933_9734_9759
25885_51082_5434_5435_5437_5440_5441_84172_9533	10013_10014_51564_83933_9734_9759
10013_10014_51564_83933_9734_9759	25885_51082_5434_5435_5437_5440_5441_84172_9533
5564_5565	10013_10014_51564_83933_9734_9759
2000	10013_10014_51564_83933_9734_9759
10111	10013_10014_51564_83933_9734_9759
9789	10013_10014_51564_83933_9734_9759
51043	10013_10014_51564_83933_9734_9759
11143	10013_10014_51564_83933_9734_9759
10013_10014_51564_83933_9734_9759	11143
6185	10013_10014_51564_83933_9734_9759
115817	10013_10014_51564_83933_9734_9759
10013_10014_51564_83933_9734_9759	115817
6184	10013_10014_51564_83933_9734_9759
10013_10014_51564_83933_9734_9759	6184
2746	10013_10014_51564_83933_9734_9759
3028	10013_10014_51564_83933_9734_9759
1665	10013_10014_51564_83933_9734_9759
8841-9612-9759	10013_10014_51564_83933_9734_9759
10013_10014_51564_83933_9734_9759	8841-9612-9759
56731	10013_10014_51564_83933_9734_9759
51780	10013_10014_51564_83933_9734_9759
30817	10013_10014_51564_83933_9734_9759
7251	10013_10014_51564_83933_9734_9759
116842	10013_10014_51564_83933_9734_9759
57805	10013_10014_51564_83933_9734_9759
10013_10014_51564_83933_9734_9759	57805
5094	10013_10014_51564_83933_9734_9759
57409	10013_10014_51564_83933_9734_9759
57763	10013_10014_51564_83933_9734_9759
10013_10014_51564_83933_9734_9759	57763
23186	10013_10014_51564_83933_9734_9759
1650	10013_10014_51564_83933_9734_9759
22938	10013_10014_51564_83933_9734_9759
10013_10014_51564_83933_9734_9759	22938
4048	10013_10014_51564_83933_9734_9759
10432	10013_10014_51564_83933_9734_9759
10013_10014_51564_83933_9734_9759	10432
4839	10013_10014_51564_83933_9734_9759
84466	10013_10014_51564_83933_9734_9759
4033	10971_2810_7529_7531_7532_7533_7534
6546	10971_2810_7529_7531_7532_7533_7534
10971_2810_7529_7531_7532_7533_7534	6546
23164	10971_2810_7529_7531_7532_7533_7534
10971_2810_7529_7531_7532_7533_7534	23164
50855_84552_84612	10971_2810_7529_7531_7532_7533_7534
10971_2810_7529_7531_7532_7533_7534	50855_84552_84612
84859	10971_2810_7529_7531_7532_7533_7534
1195	10971_2810_7529_7531_7532_7533_7534
64926	10971_2810_7529_7531_7532_7533_7534
54541	10971_2810_7529_7531_7532_7533_7534
678	10971_2810_7529_7531_7532_7533_7534
51747	10971_2810_7529_7531_7532_7533_7534
57698	10971_2810_7529_7531_7532_7533_7534
57695	10971_2810_7529_7531_7532_7533_7534
9729	10971_2810_7529_7531_7532_7533_7534
10971_2810_7529_7531_7532_7533_7534	9729
55971	10971_2810_7529_7531_7532_7533_7534
80217	10971_2810_7529_7531_7532_7533_7534
9721	10971_2810_7529_7531_7532_7533_7534
10971_2810_7529_7531_7532_7533_7534	9721
22905	10971_2810_7529_7531_7532_7533_7534
29896	10971_2810_7529_7531_7532_7533_7534
9685	10971_2810_7529_7531_7532_7533_7534
55177	10971_2810_7529_7531_7532_7533_7534
10971_2810_7529_7531_7532_7533_7534	55177
10769	10971_2810_7529_7531_7532_7533_7534
51735	10971_2810_7529_7531_7532_7533_7534
11047	10971_2810_7529_7531_7532_7533_7534
79801	10971_2810_7529_7531_7532_7533_7534
10971_2810_7529_7531_7532_7533_7534	79801
1915_1917	10971_2810_7529_7531_7532_7533_7534
10971_2810_7529_7531_7532_7533_7534	1915_1917
4008	10971_2810_7529_7531_7532_7533_7534
10971_2810_7529_7531_7532_7533_7534	4008
60598	10971_2810_7529_7531_7532_7533_7534
10971_2810_7529_7531_7532_7533_7534	60598
23138	10971_2810_7529_7531_7532_7533_7534
23136	10971_2810_7529_7531_7532_7533_7534
10971_2810_7529_7531_7532_7533_7534	23136
54477	10971_2810_7529_7531_7532_7533_7534
23524	10971_2810_7529_7531_7532_7533_7534
10971_2810_7529_7531_7532_7533_7534	23524
64854	10971_2810_7529_7531_7532_7533_7534
22841	10971_2810_7529_7531_7532_7533_7534
10971_2810_7529_7531_7532_7533_7534	22841
64852	10971_2810_7529_7531_7532_7533_7534
10971_2810_7529_7531_7532_7533_7534	64852
54471	10971_2810_7529_7531_7532_7533_7534
23122	10971_2810_7529_7531_7532_7533_7534
10971_2810_7529_7531_7532_7533_7534	23122
51319	10971_2810_7529_7531_7532_7533_7534
6468	10971_2810_7529_7531_7532_7533_7534
56623	10971_2810_7529_7531_7532_7533_7534
23085	10971_2810_7529_7531_7532_7533_7534
1155	10971_2810_7529_7531_7532_7533_7534
6103	10971_2810_7529_7531_7532_7533_7534
7936	10971_2810_7529_7531_7532_7533_7534
134549	10971_2810_7529_7531_7532_7533_7534
29105	10971_2810_7529_7531_7532_7533_7534
9253	10971_2810_7529_7531_7532_7533_7534
4803-4804-6272	10971_2810_7529_7531_7532_7533_7534
6854	10971_2810_7529_7531_7532_7533_7534
51307	10971_2810_7529_7531_7532_7533_7534
10971_2810_7529_7531_7532_7533_7534	51307
51306	10971_2810_7529_7531_7532_7533_7534
51305	10971_2810_7529_7531_7532_7533_7534
10971_2810_7529_7531_7532_7533_7534	51305
10298	10971_2810_7529_7531_7532_7533_7534
10971_2810_7529_7531_7532_7533_7534	10298
27342	10971_2810_7529_7531_7532_7533_7534
10971_2810_7529_7531_7532_7533_7534	27342
85440	10971_2810_7529_7531_7532_7533_7534
10971_2810_7529_7531_7532_7533_7534	85440
23108	10971_2810_7529_7531_7532_7533_7534
55095	10971_2810_7529_7531_7532_7533_7534
10971_2810_7529_7531_7532_7533_7534	55095
11001	10971_2810_7529_7531_7532_7533_7534
81565	10971_2810_7529_7531_7532_7533_7534
257218	10971_2810_7529_7531_7532_7533_7534
3646	10971_2810_7529_7531_7532_7533_7534
170549	10971_2810_7529_7531_7532_7533_7534
122786	10971_2810_7529_7531_7532_7533_7534
64784	10971_2810_7529_7531_7532_7533_7534
90102	10971_2810_7529_7531_7532_7533_7534
10971_2810_7529_7531_7532_7533_7534	90102
51248	10971_2810_7529_7531_7532_7533_7534
6431	10971_2810_7529_7531_7532_7533_7534
10971_2810_7529_7531_7532_7533_7534	6431
5297_5298	10971_2810_7529_7531_7532_7533_7534
10971_2810_7529_7531_7532_7533_7534	5297_5298
7074	10971_2810_7529_7531_7532_7533_7534
10971_2810_7529_7531_7532_7533_7534	7074
55119	10971_2810_7529_7531_7532_7533_7534
6776-6777	10971_2810_7529_7531_7532_7533_7534
55110	10971_2810_7529_7531_7532_7533_7534
9221	10971_2810_7529_7531_7532_7533_7534
10971_2810_7529_7531_7532_7533_7534	9221
11346	10971_2810_7529_7531_7532_7533_7534
26999	10971_2810_7529_7531_7532_7533_7534
53354	10971_2810_7529_7531_7532_7533_7534
6428	10971_2810_7529_7531_7532_7533_7534
10971_2810_7529_7531_7532_7533_7534	6428
9181	10971_2810_7529_7531_7532_7533_7534
10971_2810_7529_7531_7532_7533_7534	9181
23045	10971_2810_7529_7531_7532_7533_7534
5745	10971_2810_7529_7531_7532_7533_7534
51599	10971_2810_7529_7531_7532_7533_7534
51631	10971_2810_7529_7531_7532_7533_7534
10971_2810_7529_7531_7532_7533_7534	51631
57584	10971_2810_7529_7531_7532_7533_7534
79666	10971_2810_7529_7531_7532_7533_7534
10260	10971_2810_7529_7531_7532_7533_7534
10971_2810_7529_7531_7532_7533_7534	10260
54820	10971_2810_7529_7531_7532_7533_7534
10971_2810_7529_7531_7532_7533_7534	54820
4303	10971_2810_7529_7531_7532_7533_7534
10971_2810_7529_7531_7532_7533_7534	4303
8899	10971_2810_7529_7531_7532_7533_7534
9610	10971_2810_7529_7531_7532_7533_7534
3983	10971_2810_7529_7531_7532_7533_7534
10971_2810_7529_7531_7532_7533_7534	3983
55103	10971_2810_7529_7531_7532_7533_7534
10971_2810_7529_7531_7532_7533_7534	55103
84335	10971_2810_7529_7531_7532_7533_7534
10971_2810_7529_7531_7532_7533_7534	84335
3226	10971_2810_7529_7531_7532_7533_7534
219771	10971_2810_7529_7531_7532_7533_7534
8496	10971_2810_7529_7531_7532_7533_7534
1503	10971_2810_7529_7531_7532_7533_7534
10971_2810_7529_7531_7532_7533_7534	1503
23034	10971_2810_7529_7531_7532_7533_7534
10971_2810_7529_7531_7532_7533_7534	23034
57216	10971_2810_7529_7531_7532_7533_7534
3182	10971_2810_7529_7531_7532_7533_7534
23031	10971_2810_7529_7531_7532_7533_7534
9967	10971_2810_7529_7531_7532_7533_7534
26586	10971_2810_7529_7531_7532_7533_7534
80851	10971_2810_7529_7531_7532_7533_7534
10971_2810_7529_7531_7532_7533_7534	80851
2937	10971_2810_7529_7531_7532_7533_7534
10971_2810_7529_7531_7532_7533_7534	2937
9601	10971_2810_7529_7531_7532_7533_7534
10971_2810_7529_7531_7532_7533_7534	9601
90799	10971_2810_7529_7531_7532_7533_7534
10971_2810_7529_7531_7532_7533_7534	90799
23387	10971_2810_7529_7531_7532_7533_7534
10971_2810_7529_7531_7532_7533_7534	23387
3842-7538	10971_2810_7529_7531_7532_7533_7534
121278	10971_2810_7529_7531_7532_7533_7534
6002	10971_2810_7529_7531_7532_7533_7534
5287	10971_2810_7529_7531_7532_7533_7534
2886	10971_2810_7529_7531_7532_7533_7534
9156	10971_2810_7529_7531_7532_7533_7534
10971_2810_7529_7531_7532_7533_7534	9156
533	10971_2810_7529_7531_7532_7533_7534
7791	10971_2810_7529_7531_7532_7533_7534
8470	10971_2810_7529_7531_7532_7533_7534
10971_2810_7529_7531_7532_7533_7534	8470
5318	10971_2810_7529_7531_7532_7533_7534
10971_2810_7529_7531_7532_7533_7534	5318
10198	10971_2810_7529_7531_7532_7533_7534
4236	10971_2810_7529_7531_7532_7533_7534
56907	10971_2810_7529_7531_7532_7533_7534
10971_2810_7529_7531_7532_7533_7534	56907
494115	10971_2810_7529_7531_7532_7533_7534
8500	10971_2810_7529_7531_7532_7533_7534
4194	10971_2810_7529_7531_7532_7533_7534
10971_2810_7529_7531_7532_7533_7534	4194
25913	10971_2810_7529_7531_7532_7533_7534
10971_2810_7529_7531_7532_7533_7534	25913
7029	10971_2810_7529_7531_7532_7533_7534
27237	10971_2810_7529_7531_7532_7533_7534
10971_2810_7529_7531_7532_7533_7534	27237
3945	10971_2810_7529_7531_7532_7533_7534
10971_2810_7529_7531_7532_7533_7534	3945
80025	10971_2810_7529_7531_7532_7533_7534
10971_2810_7529_7531_7532_7533_7534	80025
9497	10971_2810_7529_7531_7532_7533_7534
56061	10971_2810_7529_7531_7532_7533_7534
10971_2810_7529_7531_7532_7533_7534	56061
9493	10971_2810_7529_7531_7532_7533_7534
10971_2810_7529_7531_7532_7533_7534	9493
57532	10971_2810_7529_7531_7532_7533_7534
57530	10971_2810_7529_7531_7532_7533_7534
10971_2810_7529_7531_7532_7533_7534	57530
471	10971_2810_7529_7531_7532_7533_7534
89953	10971_2810_7529_7531_7532_7533_7534
10971_2810_7529_7531_7532_7533_7534	89953
3930	10971_2810_7529_7531_7532_7533_7534
3898	10971_2810_7529_7531_7532_7533_7534
4215	10971_2810_7529_7531_7532_7533_7534
10971_2810_7529_7531_7532_7533_7534	4215
28475_28476_28477_28479_28481_28483_3500_3514_3519_3535_3546_50802_7842_8217	10971_2810_7529_7531_7532_7533_7534
139324	10971_2810_7529_7531_7532_7533_7534
501	10971_2810_7529_7531_7532_7533_7534
10971_2810_7529_7531_7532_7533_7534	501
150864	10971_2810_7529_7531_7532_7533_7534
3097	10971_2810_7529_7531_7532_7533_7534
10971_2810_7529_7531_7532_7533_7534	3097
