from	to
NF-kB p50/RelB|NFKB1|NF-kB p50/c-Rel|NFKB1|NF-kB p50/p50|NFKB1|NF-kB p50/p65|NFKB1|NF-kB1 (p105)|NFKB1|NF-kB1 (p50)|NFKB1|NF-kB|NFKB1|NF-kB p52/RelB|NFKB2|NF-kB p52/p52|NFKB2|NF-kB p52/p65|NFKB2|NF-kB2 (p100)|NFKB2|NF-kB2 (p52)|NFKB2|NF-kB|NFKB2|NF-kB p50/c-Rel|REL|NF-kB p65/c-Rel|REL|NF-kB|REL|c-Rel (NF-kB subunit)|REL|NF-kB p50/p65|RELA|NF-kB p52/p65|RELA|NF-kB p65/c-Rel|RELA|NF-kB p65/p65|RELA|NF-kB|RELA|RelA (p65 NF-kB subunit)|RELA|NF-kB p50/RelB|RELB|NF-kB p52/RelB|RELB|NF-kB|RELB|RelB (NF-kB subunit)|RELB	4790-4791
1147-3551-9020	NF-kB p50/RelB|NFKB1|NF-kB p50/c-Rel|NFKB1|NF-kB p50/p50|NFKB1|NF-kB p50/p65|NFKB1|NF-kB1 (p105)|NFKB1|NF-kB1 (p50)|NFKB1|NF-kB|NFKB1|NF-kB p52/RelB|NFKB2|NF-kB p52/p52|NFKB2|NF-kB p52/p65|NFKB2|NF-kB2 (p100)|NFKB2|NF-kB2 (p52)|NFKB2|NF-kB|NFKB2|NF-kB p50/c-Rel|REL|NF-kB p65/c-Rel|REL|NF-kB|REL|c-Rel (NF-kB subunit)|REL|NF-kB p50/p65|RELA|NF-kB p52/p65|RELA|NF-kB p65/c-Rel|RELA|NF-kB p65/p65|RELA|NF-kB|RELA|RelA (p65 NF-kB subunit)|RELA|NF-kB p50/RelB|RELB|NF-kB p52/RelB|RELB|NF-kB|RELB|RelB (NF-kB subunit)|RELB
DNAJA3 (TID1)|DNAJA3	NF-kB p50/RelB|NFKB1|NF-kB p50/c-Rel|NFKB1|NF-kB p50/p50|NFKB1|NF-kB p50/p65|NFKB1|NF-kB1 (p105)|NFKB1|NF-kB1 (p50)|NFKB1|NF-kB|NFKB1|NF-kB p52/RelB|NFKB2|NF-kB p52/p52|NFKB2|NF-kB p52/p65|NFKB2|NF-kB2 (p100)|NFKB2|NF-kB2 (p52)|NFKB2|NF-kB|NFKB2|NF-kB p50/c-Rel|REL|NF-kB p65/c-Rel|REL|NF-kB|REL|c-Rel (NF-kB subunit)|REL|NF-kB p50/p65|RELA|NF-kB p52/p65|RELA|NF-kB p65/c-Rel|RELA|NF-kB p65/p65|RELA|NF-kB|RELA|RelA (p65 NF-kB subunit)|RELA|NF-kB p50/RelB|RELB|NF-kB p52/RelB|RELB|NF-kB|RELB|RelB (NF-kB subunit)|RELB
NF-kB p50/RelB|NFKB1|NF-kB p50/c-Rel|NFKB1|NF-kB p50/p50|NFKB1|NF-kB p50/p65|NFKB1|NF-kB1 (p105)|NFKB1|NF-kB1 (p50)|NFKB1|NF-kB|NFKB1|NF-kB p52/RelB|NFKB2|NF-kB p52/p52|NFKB2|NF-kB p52/p65|NFKB2|NF-kB2 (p100)|NFKB2|NF-kB2 (p52)|NFKB2|NF-kB|NFKB2|NF-kB p50/c-Rel|REL|NF-kB p65/c-Rel|REL|NF-kB|REL|c-Rel (NF-kB subunit)|REL|NF-kB p50/p65|RELA|NF-kB p52/p65|RELA|NF-kB p65/c-Rel|RELA|NF-kB p65/p65|RELA|NF-kB|RELA|RelA (p65 NF-kB subunit)|RELA|NF-kB p50/RelB|RELB|NF-kB p52/RelB|RELB|NF-kB|RELB|RelB (NF-kB subunit)|RELB	DNAJA3 (TID1)|DNAJA3
6500-8454-8945-9978	NF-kB p50/RelB|NFKB1|NF-kB p50/c-Rel|NFKB1|NF-kB p50/p50|NFKB1|NF-kB p50/p65|NFKB1|NF-kB1 (p105)|NFKB1|NF-kB1 (p50)|NFKB1|NF-kB|NFKB1|NF-kB p52/RelB|NFKB2|NF-kB p52/p52|NFKB2|NF-kB p52/p65|NFKB2|NF-kB2 (p100)|NFKB2|NF-kB2 (p52)|NFKB2|NF-kB|NFKB2|NF-kB p50/c-Rel|REL|NF-kB p65/c-Rel|REL|NF-kB|REL|c-Rel (NF-kB subunit)|REL|NF-kB p50/p65|RELA|NF-kB p52/p65|RELA|NF-kB p65/c-Rel|RELA|NF-kB p65/p65|RELA|NF-kB|RELA|RelA (p65 NF-kB subunit)|RELA|NF-kB p50/RelB|RELB|NF-kB p52/RelB|RELB|NF-kB|RELB|RelB (NF-kB subunit)|RELB
RANKL(TNFSF11)|TNFSF11	NF-kB p50/RelB|NFKB1|NF-kB p50/c-Rel|NFKB1|NF-kB p50/p50|NFKB1|NF-kB p50/p65|NFKB1|NF-kB1 (p105)|NFKB1|NF-kB1 (p50)|NFKB1|NF-kB|NFKB1|NF-kB p52/RelB|NFKB2|NF-kB p52/p52|NFKB2|NF-kB p52/p65|NFKB2|NF-kB2 (p100)|NFKB2|NF-kB2 (p52)|NFKB2|NF-kB|NFKB2|NF-kB p50/c-Rel|REL|NF-kB p65/c-Rel|REL|NF-kB|REL|c-Rel (NF-kB subunit)|REL|NF-kB p50/p65|RELA|NF-kB p52/p65|RELA|NF-kB p65/c-Rel|RELA|NF-kB p65/p65|RELA|NF-kB|RELA|RelA (p65 NF-kB subunit)|RELA|NF-kB p50/RelB|RELB|NF-kB p52/RelB|RELB|NF-kB|RELB|RelB (NF-kB subunit)|RELB
PFKL	NF-kB p50/RelB|NFKB1|NF-kB p50/c-Rel|NFKB1|NF-kB p50/p50|NFKB1|NF-kB p50/p65|NFKB1|NF-kB1 (p105)|NFKB1|NF-kB1 (p50)|NFKB1|NF-kB|NFKB1|NF-kB p52/RelB|NFKB2|NF-kB p52/p52|NFKB2|NF-kB p52/p65|NFKB2|NF-kB2 (p100)|NFKB2|NF-kB2 (p52)|NFKB2|NF-kB|NFKB2|NF-kB p50/c-Rel|REL|NF-kB p65/c-Rel|REL|NF-kB|REL|c-Rel (NF-kB subunit)|REL|NF-kB p50/p65|RELA|NF-kB p52/p65|RELA|NF-kB p65/c-Rel|RELA|NF-kB p65/p65|RELA|NF-kB|RELA|RelA (p65 NF-kB subunit)|RELA|NF-kB p50/RelB|RELB|NF-kB p52/RelB|RELB|NF-kB|RELB|RelB (NF-kB subunit)|RELB
HIF-1|HIF1A|HIF1A/ARNT2|HIF1A|HIF1A|AHR/ARNT complex|ARNT|ARNT|EPAS1/ARNT|ARNT|HIF-1|ARNT	NF-kB p50/RelB|NFKB1|NF-kB p50/c-Rel|NFKB1|NF-kB p50/p50|NFKB1|NF-kB p50/p65|NFKB1|NF-kB1 (p105)|NFKB1|NF-kB1 (p50)|NFKB1|NF-kB|NFKB1|NF-kB p52/RelB|NFKB2|NF-kB p52/p52|NFKB2|NF-kB p52/p65|NFKB2|NF-kB2 (p100)|NFKB2|NF-kB2 (p52)|NFKB2|NF-kB|NFKB2|NF-kB p50/c-Rel|REL|NF-kB p65/c-Rel|REL|NF-kB|REL|c-Rel (NF-kB subunit)|REL|NF-kB p50/p65|RELA|NF-kB p52/p65|RELA|NF-kB p65/c-Rel|RELA|NF-kB p65/p65|RELA|NF-kB|RELA|RelA (p65 NF-kB subunit)|RELA|NF-kB p50/RelB|RELB|NF-kB p52/RelB|RELB|NF-kB|RELB|RelB (NF-kB subunit)|RELB
XIAP	NF-kB p50/RelB|NFKB1|NF-kB p50/c-Rel|NFKB1|NF-kB p50/p50|NFKB1|NF-kB p50/p65|NFKB1|NF-kB1 (p105)|NFKB1|NF-kB1 (p50)|NFKB1|NF-kB|NFKB1|NF-kB p52/RelB|NFKB2|NF-kB p52/p52|NFKB2|NF-kB p52/p65|NFKB2|NF-kB2 (p100)|NFKB2|NF-kB2 (p52)|NFKB2|NF-kB|NFKB2|NF-kB p50/c-Rel|REL|NF-kB p65/c-Rel|REL|NF-kB|REL|c-Rel (NF-kB subunit)|REL|NF-kB p50/p65|RELA|NF-kB p52/p65|RELA|NF-kB p65/c-Rel|RELA|NF-kB p65/p65|RELA|NF-kB|RELA|RelA (p65 NF-kB subunit)|RELA|NF-kB p50/RelB|RELB|NF-kB p52/RelB|RELB|NF-kB|RELB|RelB (NF-kB subunit)|RELB
NF-kB p50/RelB|NFKB1|NF-kB p50/c-Rel|NFKB1|NF-kB p50/p50|NFKB1|NF-kB p50/p65|NFKB1|NF-kB1 (p105)|NFKB1|NF-kB1 (p50)|NFKB1|NF-kB|NFKB1|NF-kB p52/RelB|NFKB2|NF-kB p52/p52|NFKB2|NF-kB p52/p65|NFKB2|NF-kB2 (p100)|NFKB2|NF-kB2 (p52)|NFKB2|NF-kB|NFKB2|NF-kB p50/c-Rel|REL|NF-kB p65/c-Rel|REL|NF-kB|REL|c-Rel (NF-kB subunit)|REL|NF-kB p50/p65|RELA|NF-kB p52/p65|RELA|NF-kB p65/c-Rel|RELA|NF-kB p65/p65|RELA|NF-kB|RELA|RelA (p65 NF-kB subunit)|RELA|NF-kB p50/RelB|RELB|NF-kB p52/RelB|RELB|NF-kB|RELB|RelB (NF-kB subunit)|RELB	XIAP
USP9X	NF-kB p50/RelB|NFKB1|NF-kB p50/c-Rel|NFKB1|NF-kB p50/p50|NFKB1|NF-kB p50/p65|NFKB1|NF-kB1 (p105)|NFKB1|NF-kB1 (p50)|NFKB1|NF-kB|NFKB1|NF-kB p52/RelB|NFKB2|NF-kB p52/p52|NFKB2|NF-kB p52/p65|NFKB2|NF-kB2 (p100)|NFKB2|NF-kB2 (p52)|NFKB2|NF-kB|NFKB2|NF-kB p50/c-Rel|REL|NF-kB p65/c-Rel|REL|NF-kB|REL|c-Rel (NF-kB subunit)|REL|NF-kB p50/p65|RELA|NF-kB p52/p65|RELA|NF-kB p65/c-Rel|RELA|NF-kB p65/p65|RELA|NF-kB|RELA|RelA (p65 NF-kB subunit)|RELA|NF-kB p50/RelB|RELB|NF-kB p52/RelB|RELB|NF-kB|RELB|RelB (NF-kB subunit)|RELB
CAD	NF-kB p50/RelB|NFKB1|NF-kB p50/c-Rel|NFKB1|NF-kB p50/p50|NFKB1|NF-kB p50/p65|NFKB1|NF-kB1 (p105)|NFKB1|NF-kB1 (p50)|NFKB1|NF-kB|NFKB1|NF-kB p52/RelB|NFKB2|NF-kB p52/p52|NFKB2|NF-kB p52/p65|NFKB2|NF-kB2 (p100)|NFKB2|NF-kB2 (p52)|NFKB2|NF-kB|NFKB2|NF-kB p50/c-Rel|REL|NF-kB p65/c-Rel|REL|NF-kB|REL|c-Rel (NF-kB subunit)|REL|NF-kB p50/p65|RELA|NF-kB p52/p65|RELA|NF-kB p65/c-Rel|RELA|NF-kB p65/p65|RELA|NF-kB|RELA|RelA (p65 NF-kB subunit)|RELA|NF-kB p50/RelB|RELB|NF-kB p52/RelB|RELB|NF-kB|RELB|RelB (NF-kB subunit)|RELB
NF-kB p50/RelB|NFKB1|NF-kB p50/c-Rel|NFKB1|NF-kB p50/p50|NFKB1|NF-kB p50/p65|NFKB1|NF-kB1 (p105)|NFKB1|NF-kB1 (p50)|NFKB1|NF-kB|NFKB1|NF-kB p52/RelB|NFKB2|NF-kB p52/p52|NFKB2|NF-kB p52/p65|NFKB2|NF-kB2 (p100)|NFKB2|NF-kB2 (p52)|NFKB2|NF-kB|NFKB2|NF-kB p50/c-Rel|REL|NF-kB p65/c-Rel|REL|NF-kB|REL|c-Rel (NF-kB subunit)|REL|NF-kB p50/p65|RELA|NF-kB p52/p65|RELA|NF-kB p65/c-Rel|RELA|NF-kB p65/p65|RELA|NF-kB|RELA|RelA (p65 NF-kB subunit)|RELA|NF-kB p50/RelB|RELB|NF-kB p52/RelB|RELB|NF-kB|RELB|RelB (NF-kB subunit)|RELB	CAD
MTAP	NF-kB p50/RelB|NFKB1|NF-kB p50/c-Rel|NFKB1|NF-kB p50/p50|NFKB1|NF-kB p50/p65|NFKB1|NF-kB1 (p105)|NFKB1|NF-kB1 (p50)|NFKB1|NF-kB|NFKB1|NF-kB p52/RelB|NFKB2|NF-kB p52/p52|NFKB2|NF-kB p52/p65|NFKB2|NF-kB2 (p100)|NFKB2|NF-kB2 (p52)|NFKB2|NF-kB|NFKB2|NF-kB p50/c-Rel|REL|NF-kB p65/c-Rel|REL|NF-kB|REL|c-Rel (NF-kB subunit)|REL|NF-kB p50/p65|RELA|NF-kB p52/p65|RELA|NF-kB p65/c-Rel|RELA|NF-kB p65/p65|RELA|NF-kB|RELA|RelA (p65 NF-kB subunit)|RELA|NF-kB p50/RelB|RELB|NF-kB p52/RelB|RELB|NF-kB|RELB|RelB (NF-kB subunit)|RELB
CDC34	NF-kB p50/RelB|NFKB1|NF-kB p50/c-Rel|NFKB1|NF-kB p50/p50|NFKB1|NF-kB p50/p65|NFKB1|NF-kB1 (p105)|NFKB1|NF-kB1 (p50)|NFKB1|NF-kB|NFKB1|NF-kB p52/RelB|NFKB2|NF-kB p52/p52|NFKB2|NF-kB p52/p65|NFKB2|NF-kB2 (p100)|NFKB2|NF-kB2 (p52)|NFKB2|NF-kB|NFKB2|NF-kB p50/c-Rel|REL|NF-kB p65/c-Rel|REL|NF-kB|REL|c-Rel (NF-kB subunit)|REL|NF-kB p50/p65|RELA|NF-kB p52/p65|RELA|NF-kB p65/c-Rel|RELA|NF-kB p65/p65|RELA|NF-kB|RELA|RelA (p65 NF-kB subunit)|RELA|NF-kB p50/RelB|RELB|NF-kB p52/RelB|RELB|NF-kB|RELB|RelB (NF-kB subunit)|RELB
NF-kB p50/RelB|NFKB1|NF-kB p50/c-Rel|NFKB1|NF-kB p50/p50|NFKB1|NF-kB p50/p65|NFKB1|NF-kB1 (p105)|NFKB1|NF-kB1 (p50)|NFKB1|NF-kB|NFKB1|NF-kB p52/RelB|NFKB2|NF-kB p52/p52|NFKB2|NF-kB p52/p65|NFKB2|NF-kB2 (p100)|NFKB2|NF-kB2 (p52)|NFKB2|NF-kB|NFKB2|NF-kB p50/c-Rel|REL|NF-kB p65/c-Rel|REL|NF-kB|REL|c-Rel (NF-kB subunit)|REL|NF-kB p50/p65|RELA|NF-kB p52/p65|RELA|NF-kB p65/c-Rel|RELA|NF-kB p65/p65|RELA|NF-kB|RELA|RelA (p65 NF-kB subunit)|RELA|NF-kB p50/RelB|RELB|NF-kB p52/RelB|RELB|NF-kB|RELB|RelB (NF-kB subunit)|RELB	CDC34
MARLIN1|JAKMIP1	NF-kB p50/RelB|NFKB1|NF-kB p50/c-Rel|NFKB1|NF-kB p50/p50|NFKB1|NF-kB p50/p65|NFKB1|NF-kB1 (p105)|NFKB1|NF-kB1 (p50)|NFKB1|NF-kB|NFKB1|NF-kB p52/RelB|NFKB2|NF-kB p52/p52|NFKB2|NF-kB p52/p65|NFKB2|NF-kB2 (p100)|NFKB2|NF-kB2 (p52)|NFKB2|NF-kB|NFKB2|NF-kB p50/c-Rel|REL|NF-kB p65/c-Rel|REL|NF-kB|REL|c-Rel (NF-kB subunit)|REL|NF-kB p50/p65|RELA|NF-kB p52/p65|RELA|NF-kB p65/c-Rel|RELA|NF-kB p65/p65|RELA|NF-kB|RELA|RelA (p65 NF-kB subunit)|RELA|NF-kB p50/RelB|RELB|NF-kB p52/RelB|RELB|NF-kB|RELB|RelB (NF-kB subunit)|RELB
Cyclin E|CCNE1|LMW-CCNE1|CCNE1	NF-kB p50/RelB|NFKB1|NF-kB p50/c-Rel|NFKB1|NF-kB p50/p50|NFKB1|NF-kB p50/p65|NFKB1|NF-kB1 (p105)|NFKB1|NF-kB1 (p50)|NFKB1|NF-kB|NFKB1|NF-kB p52/RelB|NFKB2|NF-kB p52/p52|NFKB2|NF-kB p52/p65|NFKB2|NF-kB2 (p100)|NFKB2|NF-kB2 (p52)|NFKB2|NF-kB|NFKB2|NF-kB p50/c-Rel|REL|NF-kB p65/c-Rel|REL|NF-kB|REL|c-Rel (NF-kB subunit)|REL|NF-kB p50/p65|RELA|NF-kB p52/p65|RELA|NF-kB p65/c-Rel|RELA|NF-kB p65/p65|RELA|NF-kB|RELA|RelA (p65 NF-kB subunit)|RELA|NF-kB p50/RelB|RELB|NF-kB p52/RelB|RELB|NF-kB|RELB|RelB (NF-kB subunit)|RELB
BCL7A	NF-kB p50/RelB|NFKB1|NF-kB p50/c-Rel|NFKB1|NF-kB p50/p50|NFKB1|NF-kB p50/p65|NFKB1|NF-kB1 (p105)|NFKB1|NF-kB1 (p50)|NFKB1|NF-kB|NFKB1|NF-kB p52/RelB|NFKB2|NF-kB p52/p52|NFKB2|NF-kB p52/p65|NFKB2|NF-kB2 (p100)|NFKB2|NF-kB2 (p52)|NFKB2|NF-kB|NFKB2|NF-kB p50/c-Rel|REL|NF-kB p65/c-Rel|REL|NF-kB|REL|c-Rel (NF-kB subunit)|REL|NF-kB p50/p65|RELA|NF-kB p52/p65|RELA|NF-kB p65/c-Rel|RELA|NF-kB p65/p65|RELA|NF-kB|RELA|RelA (p65 NF-kB subunit)|RELA|NF-kB p50/RelB|RELB|NF-kB p52/RelB|RELB|NF-kB|RELB|RelB (NF-kB subunit)|RELB
RAGE|AGER	NF-kB p50/RelB|NFKB1|NF-kB p50/c-Rel|NFKB1|NF-kB p50/p50|NFKB1|NF-kB p50/p65|NFKB1|NF-kB1 (p105)|NFKB1|NF-kB1 (p50)|NFKB1|NF-kB|NFKB1|NF-kB p52/RelB|NFKB2|NF-kB p52/p52|NFKB2|NF-kB p52/p65|NFKB2|NF-kB2 (p100)|NFKB2|NF-kB2 (p52)|NFKB2|NF-kB|NFKB2|NF-kB p50/c-Rel|REL|NF-kB p65/c-Rel|REL|NF-kB|REL|c-Rel (NF-kB subunit)|REL|NF-kB p50/p65|RELA|NF-kB p52/p65|RELA|NF-kB p65/c-Rel|RELA|NF-kB p65/p65|RELA|NF-kB|RELA|RelA (p65 NF-kB subunit)|RELA|NF-kB p50/RelB|RELB|NF-kB p52/RelB|RELB|NF-kB|RELB|RelB (NF-kB subunit)|RELB
NF-kB p50/RelB|NFKB1|NF-kB p50/c-Rel|NFKB1|NF-kB p50/p50|NFKB1|NF-kB p50/p65|NFKB1|NF-kB1 (p105)|NFKB1|NF-kB1 (p50)|NFKB1|NF-kB|NFKB1|NF-kB p52/RelB|NFKB2|NF-kB p52/p52|NFKB2|NF-kB p52/p65|NFKB2|NF-kB2 (p100)|NFKB2|NF-kB2 (p52)|NFKB2|NF-kB|NFKB2|NF-kB p50/c-Rel|REL|NF-kB p65/c-Rel|REL|NF-kB|REL|c-Rel (NF-kB subunit)|REL|NF-kB p50/p65|RELA|NF-kB p52/p65|RELA|NF-kB p65/c-Rel|RELA|NF-kB p65/p65|RELA|NF-kB|RELA|RelA (p65 NF-kB subunit)|RELA|NF-kB p50/RelB|RELB|NF-kB p52/RelB|RELB|NF-kB|RELB|RelB (NF-kB subunit)|RELB	RAGE|AGER
Epiplakin|EPPK1	NF-kB p50/RelB|NFKB1|NF-kB p50/c-Rel|NFKB1|NF-kB p50/p50|NFKB1|NF-kB p50/p65|NFKB1|NF-kB1 (p105)|NFKB1|NF-kB1 (p50)|NFKB1|NF-kB|NFKB1|NF-kB p52/RelB|NFKB2|NF-kB p52/p52|NFKB2|NF-kB p52/p65|NFKB2|NF-kB2 (p100)|NFKB2|NF-kB2 (p52)|NFKB2|NF-kB|NFKB2|NF-kB p50/c-Rel|REL|NF-kB p65/c-Rel|REL|NF-kB|REL|c-Rel (NF-kB subunit)|REL|NF-kB p50/p65|RELA|NF-kB p52/p65|RELA|NF-kB p65/c-Rel|RELA|NF-kB p65/p65|RELA|NF-kB|RELA|RelA (p65 NF-kB subunit)|RELA|NF-kB p50/RelB|RELB|NF-kB p52/RelB|RELB|NF-kB|RELB|RelB (NF-kB subunit)|RELB
TAB2	NF-kB p50/RelB|NFKB1|NF-kB p50/c-Rel|NFKB1|NF-kB p50/p50|NFKB1|NF-kB p50/p65|NFKB1|NF-kB1 (p105)|NFKB1|NF-kB1 (p50)|NFKB1|NF-kB|NFKB1|NF-kB p52/RelB|NFKB2|NF-kB p52/p52|NFKB2|NF-kB p52/p65|NFKB2|NF-kB2 (p100)|NFKB2|NF-kB2 (p52)|NFKB2|NF-kB|NFKB2|NF-kB p50/c-Rel|REL|NF-kB p65/c-Rel|REL|NF-kB|REL|c-Rel (NF-kB subunit)|REL|NF-kB p50/p65|RELA|NF-kB p52/p65|RELA|NF-kB p65/c-Rel|RELA|NF-kB p65/p65|RELA|NF-kB|RELA|RelA (p65 NF-kB subunit)|RELA|NF-kB p50/RelB|RELB|NF-kB p52/RelB|RELB|NF-kB|RELB|RelB (NF-kB subunit)|RELB
NF-kB p50/RelB|NFKB1|NF-kB p50/c-Rel|NFKB1|NF-kB p50/p50|NFKB1|NF-kB p50/p65|NFKB1|NF-kB1 (p105)|NFKB1|NF-kB1 (p50)|NFKB1|NF-kB|NFKB1|NF-kB p52/RelB|NFKB2|NF-kB p52/p52|NFKB2|NF-kB p52/p65|NFKB2|NF-kB2 (p100)|NFKB2|NF-kB2 (p52)|NFKB2|NF-kB|NFKB2|NF-kB p50/c-Rel|REL|NF-kB p65/c-Rel|REL|NF-kB|REL|c-Rel (NF-kB subunit)|REL|NF-kB p50/p65|RELA|NF-kB p52/p65|RELA|NF-kB p65/c-Rel|RELA|NF-kB p65/p65|RELA|NF-kB|RELA|RelA (p65 NF-kB subunit)|RELA|NF-kB p50/RelB|RELB|NF-kB p52/RelB|RELB|NF-kB|RELB|RelB (NF-kB subunit)|RELB	TAB2
PPP4C	NF-kB p50/RelB|NFKB1|NF-kB p50/c-Rel|NFKB1|NF-kB p50/p50|NFKB1|NF-kB p50/p65|NFKB1|NF-kB1 (p105)|NFKB1|NF-kB1 (p50)|NFKB1|NF-kB|NFKB1|NF-kB p52/RelB|NFKB2|NF-kB p52/p52|NFKB2|NF-kB p52/p65|NFKB2|NF-kB2 (p100)|NFKB2|NF-kB2 (p52)|NFKB2|NF-kB|NFKB2|NF-kB p50/c-Rel|REL|NF-kB p65/c-Rel|REL|NF-kB|REL|c-Rel (NF-kB subunit)|REL|NF-kB p50/p65|RELA|NF-kB p52/p65|RELA|NF-kB p65/c-Rel|RELA|NF-kB p65/p65|RELA|NF-kB|RELA|RelA (p65 NF-kB subunit)|RELA|NF-kB p50/RelB|RELB|NF-kB p52/RelB|RELB|NF-kB|RELB|RelB (NF-kB subunit)|RELB
G10|BUD31	NF-kB p50/RelB|NFKB1|NF-kB p50/c-Rel|NFKB1|NF-kB p50/p50|NFKB1|NF-kB p50/p65|NFKB1|NF-kB1 (p105)|NFKB1|NF-kB1 (p50)|NFKB1|NF-kB|NFKB1|NF-kB p52/RelB|NFKB2|NF-kB p52/p52|NFKB2|NF-kB p52/p65|NFKB2|NF-kB2 (p100)|NFKB2|NF-kB2 (p52)|NFKB2|NF-kB|NFKB2|NF-kB p50/c-Rel|REL|NF-kB p65/c-Rel|REL|NF-kB|REL|c-Rel (NF-kB subunit)|REL|NF-kB p50/p65|RELA|NF-kB p52/p65|RELA|NF-kB p65/c-Rel|RELA|NF-kB p65/p65|RELA|NF-kB|RELA|RelA (p65 NF-kB subunit)|RELA|NF-kB p50/RelB|RELB|NF-kB p52/RelB|RELB|NF-kB|RELB|RelB (NF-kB subunit)|RELB
MEKK1(MAP3K1)|MAP3K1	NF-kB p50/RelB|NFKB1|NF-kB p50/c-Rel|NFKB1|NF-kB p50/p50|NFKB1|NF-kB p50/p65|NFKB1|NF-kB1 (p105)|NFKB1|NF-kB1 (p50)|NFKB1|NF-kB|NFKB1|NF-kB p52/RelB|NFKB2|NF-kB p52/p52|NFKB2|NF-kB p52/p65|NFKB2|NF-kB2 (p100)|NFKB2|NF-kB2 (p52)|NFKB2|NF-kB|NFKB2|NF-kB p50/c-Rel|REL|NF-kB p65/c-Rel|REL|NF-kB|REL|c-Rel (NF-kB subunit)|REL|NF-kB p50/p65|RELA|NF-kB p52/p65|RELA|NF-kB p65/c-Rel|RELA|NF-kB p65/p65|RELA|NF-kB|RELA|RelA (p65 NF-kB subunit)|RELA|NF-kB p50/RelB|RELB|NF-kB p52/RelB|RELB|NF-kB|RELB|RelB (NF-kB subunit)|RELB
TMEM66|SARAF	NF-kB p50/RelB|NFKB1|NF-kB p50/c-Rel|NFKB1|NF-kB p50/p50|NFKB1|NF-kB p50/p65|NFKB1|NF-kB1 (p105)|NFKB1|NF-kB1 (p50)|NFKB1|NF-kB|NFKB1|NF-kB p52/RelB|NFKB2|NF-kB p52/p52|NFKB2|NF-kB p52/p65|NFKB2|NF-kB2 (p100)|NFKB2|NF-kB2 (p52)|NFKB2|NF-kB|NFKB2|NF-kB p50/c-Rel|REL|NF-kB p65/c-Rel|REL|NF-kB|REL|c-Rel (NF-kB subunit)|REL|NF-kB p50/p65|RELA|NF-kB p52/p65|RELA|NF-kB p65/c-Rel|RELA|NF-kB p65/p65|RELA|NF-kB|RELA|RelA (p65 NF-kB subunit)|RELA|NF-kB p50/RelB|RELB|NF-kB p52/RelB|RELB|NF-kB|RELB|RelB (NF-kB subunit)|RELB
3551-4792-5970	NF-kB p50/RelB|NFKB1|NF-kB p50/c-Rel|NFKB1|NF-kB p50/p50|NFKB1|NF-kB p50/p65|NFKB1|NF-kB1 (p105)|NFKB1|NF-kB1 (p50)|NFKB1|NF-kB|NFKB1|NF-kB p52/RelB|NFKB2|NF-kB p52/p52|NFKB2|NF-kB p52/p65|NFKB2|NF-kB2 (p100)|NFKB2|NF-kB2 (p52)|NFKB2|NF-kB|NFKB2|NF-kB p50/c-Rel|REL|NF-kB p65/c-Rel|REL|NF-kB|REL|c-Rel (NF-kB subunit)|REL|NF-kB p50/p65|RELA|NF-kB p52/p65|RELA|NF-kB p65/c-Rel|RELA|NF-kB p65/p65|RELA|NF-kB|RELA|RelA (p65 NF-kB subunit)|RELA|NF-kB p50/RelB|RELB|NF-kB p52/RelB|RELB|NF-kB|RELB|RelB (NF-kB subunit)|RELB
NF-kB p50/RelB|NFKB1|NF-kB p50/c-Rel|NFKB1|NF-kB p50/p50|NFKB1|NF-kB p50/p65|NFKB1|NF-kB1 (p105)|NFKB1|NF-kB1 (p50)|NFKB1|NF-kB|NFKB1|NF-kB p52/RelB|NFKB2|NF-kB p52/p52|NFKB2|NF-kB p52/p65|NFKB2|NF-kB2 (p100)|NFKB2|NF-kB2 (p52)|NFKB2|NF-kB|NFKB2|NF-kB p50/c-Rel|REL|NF-kB p65/c-Rel|REL|NF-kB|REL|c-Rel (NF-kB subunit)|REL|NF-kB p50/p65|RELA|NF-kB p52/p65|RELA|NF-kB p65/c-Rel|RELA|NF-kB p65/p65|RELA|NF-kB|RELA|RelA (p65 NF-kB subunit)|RELA|NF-kB p50/RelB|RELB|NF-kB p52/RelB|RELB|NF-kB|RELB|RelB (NF-kB subunit)|RELB	3551-4792-5970
1147-3551-8517	NF-kB p50/RelB|NFKB1|NF-kB p50/c-Rel|NFKB1|NF-kB p50/p50|NFKB1|NF-kB p50/p65|NFKB1|NF-kB1 (p105)|NFKB1|NF-kB1 (p50)|NFKB1|NF-kB|NFKB1|NF-kB p52/RelB|NFKB2|NF-kB p52/p52|NFKB2|NF-kB p52/p65|NFKB2|NF-kB2 (p100)|NFKB2|NF-kB2 (p52)|NFKB2|NF-kB|NFKB2|NF-kB p50/c-Rel|REL|NF-kB p65/c-Rel|REL|NF-kB|REL|c-Rel (NF-kB subunit)|REL|NF-kB p50/p65|RELA|NF-kB p52/p65|RELA|NF-kB p65/c-Rel|RELA|NF-kB p65/p65|RELA|NF-kB|RELA|RelA (p65 NF-kB subunit)|RELA|NF-kB p50/RelB|RELB|NF-kB p52/RelB|RELB|NF-kB|RELB|RelB (NF-kB subunit)|RELB
