from	to
ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1	Astrotactin-1|ASTN1
ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1	BARK|ADRBK2|GRK3|ADRBK2
ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1	SNX24
ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1	RAIDD|CRADD
ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1	PPM1K
ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1	UCP1
ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1	IGSF3
ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1	Carbonic anhydrase XII|CA12
ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1	UMODL1
ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1	PLOD2
AP-2|TFAP2C|AP-2C|TFAP2C	ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1
ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1	AP-2|TFAP2C|AP-2C|TFAP2C
ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1	ZNF228|ZNF112
ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1	miR-34b-3p|MIR34B|miR-34b-5p|MIR34B|microRNA 34b|MIR34B
ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1	Stanniocalcin 2|STC2
ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1	Saitohin|STH
ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1	Necab2|NECAB2
ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1	RGSS22|RGS22
ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1	Urocortin|UCN
ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1	TMEM139
ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1	Dicer|DICER1
ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1	PCSK4
ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1	SLC12A4
ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1	ACY2|ASPA
14-3-3 beta/alpha|YWHAB|14-3-3|YWHAB	ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1
ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1	14-3-3 beta/alpha|YWHAB|14-3-3|YWHAB
ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1	Thimet oligopeptidase|THOP1
ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1	MRP3|ABCC3
ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1	Plakophilin 1|PKP1
ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1	TEX14
ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1	KCTD21
ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1	POLR2D|RNA polymerase II|POLR2D
ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1	miR-760-3p|MIR760|microRNA 760|MIR760
ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1	ITGA6|alpha-6/beta-1 integrin|ITGA6|alpha-6/beta-4 integrin|ITGA6
ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1	miR-425-3p|MIR425|miR-425-5p|MIR425|microRNA 425|MIR425
ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1	NOTCH2NL
ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1	miR-140-3p|MIR140|miR-140-5p|MIR140|microRNA 140|MIR140
ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1	DYNLT3|DYNLT|DYNLT3|Dynein 1; cytoplasmic; light chains|DYNLT3
ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1	TIMM8B
ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1	C10orf18|FAM208B
ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1	DENND2C
ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1	S100A10
ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1	PP2A regulatory|PPP2R4|PTPA|PPP2R4
ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1	Rififylin (RFFL)|RFFL
ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1	RAD51L3|RAD51D
ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1	FAM83B
ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1	APLF
ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1	PCY2|PCYT2
ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1	ORMDL3
ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1	TCP1-epsilon|CCT5|TCP1|CCT5
ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1	DSCR3
ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1	Tbc1d9|TBC1D9
ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1	C16orf74
ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1	Actin cytoplasmic 2|ACTG1|Actin cytoskeletal|ACTG1|Actin|ACTG1
ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1	FAM194A|ERICH6
ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1	HSD11B1
ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1	26S proteasome (19S regulator)|PSMC6|PSMC6
ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1	Apotransferrin|TF|Beta-2 transferrin|TF|Holotransferrin|TF|Mn(III)-Apotransferrin|TF|Transferrin|TF
ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1	CYP11A1
ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1	Galpha(i)-specific nucleotide-like GPCRs|P2RY2|Galpha(q)-specific nucleotide-like GPCRs|P2RY2|P2Y2|P2RY2
ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1	TMEM2
ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1	UQCR10
ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1	G-protein beta/gamma|GNG7|G-protein gamma|GNG7|GNG7
ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1	TIP120A|CAND1
ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1	LOC221710|SMIM13
ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1	SLC26A2
ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1	FAM102B
ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1	SSBP2
ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1	STK32B
ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1	NPAS2
ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1	MBD6
BCAS3	ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1
ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1	BCAS3
ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1	SOX9
ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1	SOX3
ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1	Cingulin|CGN
ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1	HERC6
ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1	MTB-Zf|PRDM2
ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1	HZwint-1|ZWINT
ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1	GALNT4
ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1	ADA
LUBAC E3 ligase|RBCK1|RBCK1	ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1
ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1	LUBAC E3 ligase|RBCK1|RBCK1
Alpha-actinin 4|ACTN4|Alpha-actinin|ACTN4	ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1
ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1	Alpha-actinin 4|ACTN4|Alpha-actinin|ACTN4
ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1	26S proteasome (20S core)|PSMB2|PSMB2
ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1	FAM13C1|FAM13C
ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1	eIF2B3|EIF2B3|eIF2B|EIF2B3
ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1	LIF
ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1	APJ|APLNR|Galpha(i)-specific peptide GPCRs|APLNR|Galpha(q)-specific peptide GPCRs|APLNR
ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1	PCBP1-AS1
ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1	GPR89A|GPR89B|GPR89B|GPR89C|GPR89B|GPR89A|GPR89B|GPR89A
ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1	OLFML3
ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1	KIBRA|WWC1
ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1	FKBP15
ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1	DHRS3
ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1	Endoplasmin|HSP90B1|HSP90|HSP90B1
ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1	TAFII55|TAF7|TAFs|TAF7|TFIID|TAF7|TFTC complex|TAF7
ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1	miR-375-3p|MIR375|microRNA 375|MIR375
ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1	miR-92a-1-5p|MIR92A1|miR-92a-3p|MIR92A1|microRNA 92-1|MIR92A1|microRNA 92|MIR92A1
ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1	TAJ(TNFRSF19)|TNFRSF19
ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1	ABR
ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1	ICOS-L|ICOSLG
ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1	Ephrin-A receptor 3|EPHA3|Ephrin-A receptors|EPHA3
ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1	LAMB2|Laminin 11|LAMB2|Laminin 4|LAMB2|Laminin 7|LAMB2|Laminin 9|LAMB2
ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1	Fringe|LFNG|Lunatic fringe|LFNG
ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1	PKI|PKIA|PKIA
ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1	BRD8|NuA4 complex|BRD8
ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1	IGF-1|IGF1
ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1	NF-kB p50/c-Rel|REL|NF-kB p65/c-Rel|REL|NF-kB|REL|c-Rel (NF-kB subunit)|REL
ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1	TCP1-zeta-1/2|CCT6A|TCP1-zeta-1|CCT6A|TCP1|CCT6A
ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1	Spermine oxidase|SMOX
ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1	ATF/CREB|CREB3L1|OASIS|CREB3L1
ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1	CAT-4|SLC7A4
ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1	Rab-30|RAB30
ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1	eIF3S10|EIF3A
ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1	C21orf13|LCA5L
ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1	G-protein beta-1|GNB1|G-protein beta/gamma|GNB1|G-protein beta1/gamma11|GNB1|G-protein beta1/gamma1|GNB1|G-protein beta1/gamma2|GNB1|G-protein beta1/gamma3|GNB1|G-protein beta1/gamma5|GNB1|G-protein beta|GNB1|G-protein beta/gamma|GNG2|G-protein beta1/gamma2|GNG2|G-protein beta2/gamma2|GNG2|G-protein beta4/gamma2|GNG2|G-protein gamma 2|GNG2|G-protein gamma|GNG2
ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1	TFIIA gamma chain|GTF2A2|TFIIA|GTF2A2
ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1	6PGL|PGLS
ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1	N-acetyltransferase 9|NAT9
ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1	CTIP1|BCL11A
ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1	APOA1|HDL|APOA1|Large alpha-1 HDL|APOA1|Large apoE-rich HDL|APOA1|Medium HDL|APOA1|Nascent HDL|APOA1|Pre beta-1 HDL|APOA1|Small HDL|APOA1
ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1	SPOCK|SPOCK1
ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1	Synaptotagmin XII|SYT12|Synaptotagmin|SYT12
ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1	BETA-IG-H3|TGFBI
ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1	SLC22A15
ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1	NCRMS|RMST
ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1	SET8|SETD8
ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1	GPATC2|GPATCH2
ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1	C1 inhibitor|SERPING1
ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1	HEG1
ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1	FLRT2
ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1	RPOM|POLRMT
ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1	C14orf132
ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1	eEF1A1|EEF1A1|eEF1A|EEF1A1
ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1	MMD2
ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1	26S proteasome (19S regulator)|PSMD14|PSMD14
ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1	UAP1
ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1	ABLIM3
ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1	PRDX4|Peroxiredoxin|PRDX4
ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1	C1orf56
ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1	ORP-family|OSBPL5|OSBPL5
ESR1 (membrane)|ESR1|ESR1 (mitochondrial)|ESR1|ESR1 (nuclear)|ESR1|ESR|ESR1	ABCC5
MAP1LC3A	GABARAPL1
MAP1LC3A	MAP1S
MAP1LC3A	Rab-33B|RAB33B
MAP1LC3A	23061
MAP1LC3A	TBC1D2B
MAP1LC3A	ULK1
MAP1LC3A	RABGAP1L
MAP1LC3A	Enthoprotin|CLINT1
MAP1LC3A	ATG13
MAP1LC3A	PGAP1
MAP1LC3A	TBC1D7
MAP1LC3A	TBC1D2
MAP1LC3A	RENT2|UPF2
Autophagin-1|ATG4B	MAP1LC3A
MAP1LC3A	Autophagin-1|ATG4B
MAP1LC3A	FAN|NSMAF
MAP1LC3A	HKLP2|KIF15
MAP1LC3A	NIX|BNIP3L
MAP1LC3A	GBAS
MAP1LC3A	MAP1LC3B
MAP1LC3A	OATL1|TBC1D25
MAP1LC3A	RAB3GAP|RAB3GAP1
MAP1LC3A	FYCO1
MAP1LC3A	APG3|ATG3
MAP1LC3A	RAB3-GAP150|RAB3GAP2
IRS-1|IRS1	3643-3667
IRS-1|IRS1	2668-2674-3667-5979
IRS-1|IRS1	3480-3667
3479-3480-3667	IRS-1|IRS1
IRS-1|IRS1	3479-3480-3667
IRS-1|IRS1	14-3-3 epsilon|YWHAE|14-3-3|YWHAE
PAG|PAG1	1445-55824
Csk|CSK	7988
Csk|CSK	Sts-1|UBASH3B
Csk|CSK	Calreticulin|CALR|Vasostatin|CALR
Csk|CSK	ZNF507
Csk|CSK	TCP1-delta|CCT4|TCP1|CCT4
Csk|CSK	SNIP|SRCIN1
Csk|CSK	PTPR-zeta|PTPRZ1
Csk|CSK	PCC|PCCB|PCCB
Csk|CSK	Plastin|LCP1
Csk|CSK	NENF
Csk|CSK	ERO1|ERO1L|ERO1Lalpha|ERO1L
Csk|CSK	1445-5921
Large 60S subunit|RNA5-8S5|RN5-8S1|RNA5-8S5|rRNAs (5.8S; 18S; 28S)|RNA5-8S5|18S rRNA|RNA18S5|Large 60S subunit|RNA18S5|rRNAs (5.8S; 18S; 28S)|RNA18S5|28S rRNA|RNA28S5|Large 60S subunit|RNA28S5|rRNAs (5.8S; 18S; 28S)|RNA28S5|Large 60S subunit|RPL17-C18orf32|Large 60S subunit|RPL35|RPL35|Large 60S subunit|RPL13A|RPL13A|Large 60S subunit|RPL36|RPL36|Large 60S subunit|RPL10A|RPL10A (CsA-19)|RPL10A|5S RNA|RN5S1@|Large 60S subunit|RN5S1@|RN5S1@|Large 60S subunit|RNR1|Small 40S subunit|RNR1|rRNAs (5.8S; 18S; 28S)|RNR1|Large 60S subunit|RNR2|Small 40S subunit|RNR2|rRNAs (5.8S; 18S; 28S)|RNR2|Large 60S subunit|RNR3|Small 40S subunit|RNR3|rRNAs (5.8S; 18S; 28S)|RNR3|Large 60S subunit|RNR4|Small 40S subunit|RNR4|rRNAs (5.8S; 18S; 28S)|RNR4|Large 60S subunit|RNR5|Small 40S subunit|RNR5|rRNAs (5.8S; 18S; 28S)|RNR5|Large 60S subunit|RPL3|RPL3|Large 60S subunit|RPL4|RPL4|Large 60S subunit|RPL5|RPL5|Large 60S subunit|RPL6|RPL6|Large 60S subunit|RPL7|RPL7|Large 60S subunit|RPL7A|RPL7A|Large 60S subunit|RPL8|RPL8|Large 60S subunit|RPL9|RPL9|Large 60S subunit|RPL10|QM|RPL10|Large 60S subunit|RPL11|RPL11|Large 60S subunit|RPL12|RPL12|Large 60S subunit|RPL13|RPL13|Large 60S subunit|RPL15|RPL15|Large 60S subunit|RPL17|RPL17|Large 60S subunit|RPL18|RPL18|Large 60S subunit|RPL18A|RPL18a|RPL18A|Large 60S subunit|RPL19|RPL19|Large 60S subunit|RPL21|RPL21|Large 60S subunit|RPL22|RPL22|Large 60S subunit|RPL23A|rpL23a|RPL23A|Large 60S subunit|RPL24|RPL24|Large 60S subunit|RPL26|RPL26|Large 60S subunit|RPL27|RPL27|Large 60S subunit|RPL30|RPL30|Large 60S subunit|RPL27A|RPL27A|Large 60S subunit|RPL29|RPL29|Large 60S subunit|RPL31|RPL31|Large 60S subunit|RPL32|RPL32|Large 60S subunit|RPL34|RPL34|Large 60S subunit|RPL35A|RPL35a|RPL35A|Large 60S subunit|RPL37|RPL37|Large 60S subunit|RPL37A|RPL37A|Large 60S subunit|RPL38|RPL38|Large 60S subunit|RPL39|RPL39|Large 60S subunit|RPL41|RPL41|Large 60S subunit|RPL36A|RPL36A|Large 60S subunit|RPLP0|RPLP0|Large 60S subunit|RPLP1|RPLP1|Large 60S subunit|RPLP2|RPLP2|Large 60S subunit|UBA52|RP40|UBA52|Large 60S subunit|RPL14|RPL14|Large 60S subunit|RPL23|RPL23	RAD6|UBE2B
